,nodes_tr,TR,nodes_ec,EC,nodes_cnc,CnC,nodes_bc,BC,nodes_dc,DC,nodes_pr,pr
286,891,9,1256,3.27E-07,409,0.039193333,35,0,333,0.003424658,1073,0.000684463
287,1039,9,1257,3.27E-07,639,0.038974812,36,0,334,0.003424658,16,0.000684463
288,43,8,68,3.24E-07,360,0.038943794,37,0,335,0.003424658,17,0.000684463
289,52,8,469,3.19E-07,521,0.038943794,38,0,390,0.003424658,19,0.000684463
290,53,8,658,3.15E-07,1167,0.038943794,39,0,391,0.003424658,20,0.000684463
291,205,8,653,3.15E-07,638,0.038928303,40,0,393,0.003424658,25,0.000684463
292,212,8,654,3.15E-07,1237,0.038928303,42,0,442,0.003424658,26,0.000684463
293,287,8,656,3.15E-07,1238,0.038928303,45,0,469,0.003424658,33,0.000684463
294,390,8,75,3.12E-07,423,0.038866463,46,0,479,0.003424658,34,0.000684463
295,391,8,76,3.12E-07,693,0.038866463,47,0,501,0.003424658,35,0.000684463
296,393,8,77,3.12E-07,444,0.038820212,49,0,561,0.003424658,36,0.000684463
297,451,8,1101,3.12E-07,445,0.038820212,55,0,562,0.003424658,37,0.000684463
298,499,8,1102,3.12E-07,220,0.038712719,56,0,625,0.003424658,38,0.000684463
299,560,8,1103,3.12E-07,221,0.038712719,57,0,639,0.003424658,56,0.000684463
300,561,8,970,3.09E-07,246,0.038544999,58,0,653,0.003424658,57,0.000684463
301,562,8,44,3.00E-07,247,0.038514661,62,0,654,0.003424658,63,0.000684463
302,917,8,352,2.96E-07,248,0.038514661,63,0,656,0.003424658,64,0.000684463
303,1053,8,91,2.94E-07,251,0.038514661,64,0,658,0.003424658,81,0.000684463
304,113,7,327,2.80E-07,253,0.038514661,65,0,668,0.003424658,82,0.000684463
305,120,7,329,2.80E-07,879,0.03848437,66,0,708,0.003424658,87,0.000684463
306,175,7,93,2.79E-07,880,0.03848437,70,0,709,0.003424658,88,0.000684463
307,210,7,610,2.75E-07,561,0.038378727,71,0,721,0.003424658,97,0.000684463
308,291,7,799,2.75E-07,562,0.038378727,72,0,722,0.003424658,98,0.000684463
309,303,7,1040,2.75E-07,1090,0.038363682,75,0,723,0.003424658,115,0.000684463
310,310,7,1041,2.75E-07,1091,0.038363682,76,0,724,0.003424658,116,0.000684463
311,312,7,737,2.62E-07,563,0.038348649,77,0,747,0.003424658,140,0.000684463
312,514,7,1239,2.58E-07,173,0.037669651,79,0,748,0.003424658,168,0.000684463
313,604,7,1240,2.58E-07,870,0.037410456,80,0,749,0.003424658,169,0.000684463
314,625,7,1241,2.58E-07,1345,0.037410456,81,0,750,0.003424658,198,0.000684463
315,698,7,1242,2.58E-07,86,0.037396161,82,0,751,0.003424658,199,0.000684463
316,708,7,298,2.58E-07,956,0.037396161,83,0,752,0.003424658,201,0.000684463
317,709,7,698,2.52E-07,1272,0.037070361,85,0,814,0.003424658,202,0.000684463
318,789,7,607,2.45E-07,657,0.036626405,86,0,830,0.003424658,234,0.000684463
319,1076,7,937,2.45E-07,1061,0.036571657,87,0,831,0.003424658,235,0.000684463
320,2,6,1085,2.45E-07,324,0.036557995,88,0,851,0.003424658,273,0.000684463
321,3,6,566,2.36E-07,1276,0.036503451,89,0,855,0.003424658,274,0.000684463
322,4,6,285,2.35E-07,1277,0.036503451,90,0,879,0.003424658,336,0.000684463
323,5,6,266,2.34E-07,1278,0.036503451,94,0,880,0.003424658,337,0.000684463
324,6,6,284,2.34E-07,1279,0.036503451,96,0,900,0.003424658,348,0.000684463
325,44,6,1245,2.28E-07,451,0.036489841,97,0,901,0.003424658,349,0.000684463
326,49,6,299,2.26E-07,1206,0.03644907,98,0,902,0.003424658,354,0.000684463
327,90,6,265,2.12E-07,1207,0.03644907,99,0,903,0.003424658,355,0.000684463
328,94,6,804,2.11E-07,1208,0.03644907,101,0,904,0.003424658,361,0.000684463
329,96,6,262,2.09E-07,1210,0.03644907,102,0,905,0.003424658,362,0.000684463
330,109,6,263,2.09E-07,1184,0.036286894,103,0,949,0.003424658,364,0.000684463
331,154,6,267,2.09E-07,1185,0.036286894,104,0,1053,0.003424658,365,0.000684463
332,179,6,268,2.09E-07,1433,0.036286894,105,0,1097,0.003424658,372,0.000684463
333,184,6,1346,2.04E-07,1434,0.036286894,106,0,1098,0.003424658,373,0.000684463
334,185,6,1347,2.04E-07,559,0.035535858,108,0,1180,0.003424658,402,0.000684463
335,186,6,1348,2.04E-07,557,0.03552296,110,0,1200,0.003424658,403,0.000684463
336,187,6,1349,2.04E-07,558,0.03552296,111,0,1201,0.003424658,405,0.000684463
337,188,6,648,2.03E-07,684,0.03551007,114,0,1202,0.003424658,406,0.000684463
338,192,6,118,1.96E-07,128,0.03549719,115,0,1203,0.003424658,416,0.000684463
339,226,6,668,1.91E-07,45,0.03548432,116,0,1256,0.003424658,417,0.000684463
340,228,6,346,1.90E-07,46,0.03548432,117,0,1257,0.003424658,526,0.000684463
341,237,6,347,1.90E-07,47,0.03548432,121,0,1346,0.003424658,527,0.000684463
342,285,6,141,1.85E-07,648,0.034544918,122,0,1347,0.003424658,529,0.000684463
343,288,6,127,1.82E-07,566,0.034411306,125,0,1348,0.003424658,530,0.000684463
344,305,6,325,1.77E-07,260,0.03439921,126,0,1349,0.003424658,552,0.000684463
345,327,6,326,1.74E-07,1430,0.033910517,128,0,1373,0.003424658,553,0.000684463
346,329,6,1089,1.68E-07,1431,0.033910517,129,0,1374,0.003424658,585,0.000684463
347,389,6,1232,1.68E-07,1432,0.033910517,130,0,1385,0.003424658,586,0.000684463
348,392,6,345,1.68E-07,522,0.033863582,131,0,1386,0.003424658,601,0.000684463
349,446,6,211,1.66E-07,1143,0.033863582,132,0,1387,0.003424658,602,0.000684463
350,447,6,1246,1.64E-07,175,0.033062755,133,0,1388,0.003424658,641,0.000684463
351,448,6,1247,1.64E-07,174,0.03298475,134,0,1389,0.003424658,642,0.000684463
352,449,6,260,1.58E-07,655,0.032224483,135,0,1408,0.003424658,687,0.000684463
353,450,6,95,1.56E-07,653,0.032182096,136,0,1409,0.003424658,688,0.000684463
354,485,6,491,1.53E-07,654,0.032182096,137,0,1410,0.003424658,734,0.000684463
355,486,6,1272,1.50E-07,656,0.032182096,138,0,1443,0.003424658,735,0.000684463
356,487,6,957,1.49E-07,658,0.032182096,139,0,1444,0.003424658,747,0.000684463
357,501,6,958,1.49E-07,325,0.032076615,140,0,1445,0.003424658,748,0.000684463
358,502,6,1010,1.48E-07,917,0.032076615,145,0,1446,0.003424658,749,0.000684463
359,503,6,500,1.47E-07,326,0.032066105,146,0,2,0.002739726,750,0.000684463
360,605,6,1335,1.44E-07,452,0.032045106,147,0,3,0.002739726,751,0.000684463
361,627,6,492,1.43E-07,919,0.032045106,148,0,4,0.002739726,752,0.000684463
362,628,6,66,1.43E-07,1012,0.032034617,149,0,5,0.002739726,761,0.000684463
363,629,6,96,1.40E-07,1013,0.032034617,150,0,6,0.002739726,762,0.000684463
364,667,6,667,1.40E-07,453,0.032003189,151,0,8,0.002739726,781,0.000684463
365,668,6,525,1.39E-07,1076,0.029406777,152,0,49,0.002739726,782,0.000684463
366,673,6,1293,1.38E-07,1295,0.029380292,153,0,78,0.002739726,783,0.000684463
367,674,6,1344,1.38E-07,1296,0.029380292,155,0,84,0.002739726,796,0.000684463
368,675,6,90,1.37E-07,1297,0.029380292,156,0,90,0.002739726,797,0.000684463
369,676,6,94,1.37E-07,673,0.028691221,157,0,94,0.002739726,800,0.000684463
370,713,6,1427,1.31E-07,674,0.028691221,159,0,96,0.002739726,801,0.000684463
371,714,6,1428,1.31E-07,675,0.028691221,160,0,123,0.002739726,822,0.000684463
372,725,6,1429,1.31E-07,676,0.028691221,162,0,141,0.002739726,823,0.000684463
373,743,6,898,1.28E-07,918,0.028565602,163,0,173,0.002739726,827,0.000684463
374,744,6,899,1.28E-07,920,0.028557267,164,0,179,0.002739726,828,0.000684463
375,745,6,523,1.28E-07,652,0.028548936,165,0,180,0.002739726,841,0.000684463
376,746,6,524,1.28E-07,107,0.026435914,166,0,184,0.002739726,842,0.000684463
377,756,6,547,1.24E-07,1077,0.026428775,168,0,185,0.002739726,847,0.000684463
378,812,6,1088,1.20E-07,108,0.023992585,169,0,186,0.002739726,848,0.000684463
379,813,6,743,1.16E-07,694,0.016272312,170,0,187,0.002739726,860,0.000684463
380,814,6,744,1.16E-07,1245,0.015452843,171,0,188,0.002739726,861,0.000684463
381,815,6,745,1.16E-07,60,0.015035082,172,0,189,0.002739726,876,0.000684463
382,816,6,746,1.16E-07,698,0.015020596,174,0,191,0.002739726,877,0.000684463
383,817,6,560,1.15E-07,276,0.014711953,176,0,196,0.002739726,892,0.000684463
384,818,6,959,1.15E-07,500,0.014711953,177,0,233,0.002739726,893,0.000684463
385,819,6,1009,1.14E-07,867,0.014611872,179,0,237,0.002739726,895,0.000684463
386,820,6,669,1.13E-07,1311,0.01369863,181,0,279,0.002739726,896,0.000684463
387,821,6,604,1.08E-07,1313,0.01369863,182,0,288,0.002739726,900,0.000684463
388,831,6,241,1.07E-07,1314,0.01369863,184,0,302,0.002739726,901,0.000684463
389,833,6,1385,1.05E-07,277,0.013509089,185,0,327,0.002739726,902,0.000684463
390,834,6,1386,1.05E-07,695,0.013341275,186,0,329,0.002739726,903,0.000684463
391,835,6,1387,1.05E-07,696,0.013177578,187,0,339,0.002739726,904,0.000684463
392,836,6,1388,1.05E-07,868,0.013097227,188,0,340,0.002739726,905,0.000684463
393,837,6,1389,1.05E-07,1312,0.013046314,190,0,389,0.002739726,914,0.000684463
394,846,6,1334,1.02E-07,1315,0.013046314,193,0,392,0.002739726,915,0.000684463
395,864,6,154,1.01E-07,1316,0.013046314,194,0,408,0.002739726,971,0.000684463
396,871,6,114,1.01E-07,1317,0.013046314,195,0,446,0.002739726,972,0.000684463
397,872,6,605,1.00E-07,1318,0.013046314,197,0,447,0.002739726,1018,0.000684463
398,873,6,175,9.36E-08,1319,0.013046314,198,0,448,0.002739726,1019,0.000684463
399,874,6,367,9.35E-08,1320,0.013046314,199,0,449,0.002739726,1021,0.000684463
400,911,6,368,9.35E-08,1321,0.013046314,200,0,450,0.002739726,1022,0.000684463
401,927,6,369,9.35E-08,1322,0.013046314,201,0,452,0.002739726,1074,0.000684463
402,928,6,370,9.35E-08,1323,0.013046314,202,0,485,0.002739726,1075,0.000684463
403,929,6,371,9.35E-08,1324,0.013046314,203,0,486,0.002739726,1093,0.000684463
404,930,6,372,9.35E-08,1325,0.013046314,211,0,487,0.002739726,1094,0.000684463
405,931,6,373,9.35E-08,1326,0.013046314,215,0,491,0.002739726,1104,0.000684463
406,950,6,374,9.35E-08,1327,0.013046314,216,0,502,0.002739726,1105,0.000684463
407,951,6,431,9.35E-08,1328,0.013046314,217,0,503,0.002739726,1126,0.000684463
408,952,6,432,9.35E-08,1329,0.013046314,218,0,515,0.002739726,1127,0.000684463
409,976,6,433,9.35E-08,1330,0.013046314,219,0,525,0.002739726,1164,0.000684463
410,977,6,434,9.35E-08,1180,0.012939429,220,0,536,0.002739726,1165,0.000684463
411,978,6,435,9.35E-08,957,0.012488054,221,0,547,0.002739726,1215,0.000684463
412,979,6,436,9.35E-08,958,0.012488054,223,0,559,0.002739726,1216,0.000684463
413,1035,6,437,9.35E-08,1246,0.012415868,224,0,577,0.002739726,1222,0.000684463
414,1036,6,438,9.35E-08,1247,0.012415868,225,0,605,0.002739726,1223,0.000684463
415,1037,6,637,9.20E-08,1256,0.011933029,227,0,627,0.002739726,1262,0.000684463
416,1038,6,479,9.15E-08,1257,0.011933029,229,0,628,0.002739726,1263,0.000684463
417,1054,6,292,9.00E-08,932,0.011888454,232,0,629,0.002739726,1273,0.000684463
418,1055,6,174,8.89E-08,344,0.011854584,234,0,667,0.002739726,1274,0.000684463
419,1062,6,548,8.81E-08,499,0.011737405,235,0,673,0.002739726,1308,0.000684463
420,1063,6,549,8.81E-08,697,0.011486338,236,0,674,0.002739726,1309,0.000684463
421,1064,6,522,8.76E-08,754,0.011415525,237,0,675,0.002739726,1353,0.000684463
422,1065,6,1143,8.76E-08,501,0.011364789,241,0,676,0.002739726,1354,0.000684463
423,1066,6,1008,8.68E-08,854,0.01134807,242,0,713,0.002739726,1356,0.000684463
424,1090,6,1011,8.68E-08,502,0.011304975,243,0,714,0.002739726,1357,0.000684463
425,1091,6,1125,8.64E-08,503,0.011304975,244,0,743,0.002739726,1365,0.000684463
426,1119,6,470,8.50E-08,753,0.01120797,245,0,744,0.002739726,1366,0.000684463
427,1120,6,472,8.50E-08,755,0.01120797,247,0,745,0.002739726,1390,0.000684463
428,1121,6,1233,8.28E-08,998,0.01120797,248,0,746,0.002739726,1391,0.000684463
429,1122,6,1234,8.28E-08,804,0.01112925,251,0,756,0.002739726,1412,0.000684463
430,1132,6,312,7.97E-08,1248,0.011071883,253,0,812,0.002739726,1413,0.000684463
431,1133,6,917,7.67E-08,1346,0.011015104,254,0,813,0.002739726,6,0.000684463
432,1148,6,144,7.46E-08,1347,0.011015104,255,0,815,0.002739726,18,0.000684463
433,1149,6,286,7.32E-08,1348,0.011015104,256,0,816,0.002739726,21,0.000684463
434,1150,6,1086,7.29E-08,1349,0.011015104,257,0,817,0.002739726,27,0.000684463
435,1151,6,1087,7.29E-08,850,0.010854675,260,0,818,0.002739726,39,0.000684463
436,1176,6,1004,7.26E-08,1107,0.010854675,262,0,819,0.002739726,40,0.000684463
437,1177,6,313,7.15E-08,1427,0.010793694,263,0,820,0.002739726,58,0.000684463
438,1178,6,697,6.79E-08,1428,0.010793694,267,0,821,0.002739726,65,0.000684463
439,1179,6,968,6.61E-08,1429,0.010793694,268,0,833,0.002739726,83,0.000684463
440,1186,6,969,6.61E-08,1086,0.010686295,269,0,834,0.002739726,89,0.000684463
441,1188,6,673,6.59E-08,1087,0.010686295,272,0,835,0.002739726,99,0.000684463
442,1189,6,674,6.59E-08,869,0.010633392,273,0,836,0.002739726,103,0.000684463
443,1190,6,675,6.59E-08,59,0.010628248,274,0,837,0.002739726,104,0.000684463
444,1194,6,676,6.59E-08,61,0.010273973,275,0,846,0.002739726,105,0.000684463
445,1206,6,452,6.57E-08,1026,0.010228311,278,0,864,0.002739726,106,0.000684463
446,1207,6,119,6.54E-08,1181,0.009944191,280,0,871,0.002739726,117,0.000684463
447,1208,6,442,6.52E-08,1182,0.009944191,281,0,872,0.002739726,121,0.000684463
448,1210,6,869,6.35E-08,1183,0.009944191,286,0,873,0.002739726,122,0.000684463
449,1239,6,1181,6.29E-08,1293,0.00985296,288,0,874,0.002739726,129,0.000684463
450,1240,6,1182,6.29E-08,62,0.009631849,292,0,910,0.002739726,130,0.000684463
451,1241,6,1183,6.29E-08,997,0.009631849,293,0,911,0.002739726,151,0.000684463
452,1242,6,919,6.17E-08,999,0.009631849,294,0,919,0.002739726,152,0.000684463
453,1252,6,660,6.15E-08,1000,0.009631849,296,0,927,0.002739726,155,0.000684463
454,1253,6,661,6.15E-08,1435,0.009631849,297,0,928,0.002739726,156,0.000684463
455,1254,6,662,6.15E-08,1436,0.009631849,299,0,929,0.002739726,170,0.000684463
456,1255,6,1005,6.14E-08,1437,0.009631849,301,0,930,0.002739726,171,0.000684463
457,1281,6,1006,6.14E-08,1438,0.009631849,304,0,931,0.002739726,172,0.000684463
458,1282,6,1012,6.02E-08,1439,0.009631849,306,0,950,0.002739726,193,0.000684463
459,1283,6,1013,5.97E-08,1440,0.009631849,307,0,951,0.002739726,194,0.000684463
460,1284,6,721,5.90E-08,1108,0.009421039,309,0,952,0.002739726,200,0.000684463
461,1285,6,722,5.90E-08,1109,0.009421039,313,0,955,0.002739726,203,0.000684463
462,1295,6,723,5.90E-08,1110,0.009421039,314,0,976,0.002739726,223,0.000684463
463,1296,6,724,5.90E-08,1111,0.009421039,315,0,977,0.002739726,224,0.000684463
464,1297,6,1424,5.85E-08,73,0.009338892,316,0,978,0.002739726,236,0.000684463
465,1350,6,422,5.73E-08,756,0.009200572,317,0,979,0.002739726,244,0.000684463
466,1351,6,810,5.63E-08,1267,0.009179253,319,0,983,0.002739726,245,0.000684463
467,1352,6,811,5.63E-08,1460,0.009179253,320,0,1009,0.002739726,254,0.000684463
468,1373,6,180,5.55E-08,947,0.00906527,321,0,1035,0.002739726,255,0.000684463
469,1374,6,692,5.45E-08,504,0.00902498,322,0,1036,0.002739726,275,0.000684463
470,1380,6,183,5.39E-08,1214,0.008803054,323,0,1037,0.002739726,293,0.000684463
471,1381,6,120,5.36E-08,1384,0.008759913,326,0,1038,0.002739726,294,0.000684463
472,1382,6,1363,5.20E-08,805,0.008696134,327,0,1048,0.002739726,316,0.000684463
473,1383,6,1364,5.20E-08,806,0.008696134,329,0,1054,0.002739726,317,0.000684463
474,1397,6,453,5.08E-08,1024,0.008325369,330,0,1055,0.002739726,338,0.000684463
475,1398,6,1231,5.05E-08,1025,0.008325369,331,0,1062,0.002739726,350,0.000684463
476,1399,6,181,4.99E-08,1027,0.008325369,333,0,1063,0.002739726,356,0.000684463
477,1415,6,182,4.99E-08,1028,0.008325369,334,0,1064,0.002739726,363,0.000684463
478,1416,6,408,4.97E-08,1029,0.008325369,335,0,1065,0.002739726,366,0.000684463
479,1417,6,222,4.96E-08,1030,0.008325369,336,0,1066,0.002739726,374,0.000684463
480,22,5,45,4.94E-08,1031,0.008325369,337,0,1090,0.002739726,377,0.000684463
481,24,5,46,4.94E-08,1032,0.008325369,338,0,1091,0.002739726,378,0.000684463
482,41,5,47,4.94E-08,852,0.008053469,341,0,1119,0.002739726,381,0.000684463
483,73,5,1249,4.91E-08,853,0.008053469,342,0,1120,0.002739726,382,0.000684463
484,127,5,1250,4.91E-08,1393,0.008053469,343,0,1121,0.002739726,399,0.000684463
485,460,5,41,4.61E-08,1239,0.007903056,345,0,1122,0.002739726,400,0.000684463
486,1048,5,950,4.58E-08,1240,0.007903056,346,0,1132,0.002739726,404,0.000684463
487,1245,5,951,4.58E-08,1241,0.007903056,347,0,1133,0.002739726,407,0.000684463
488,1425,5,952,4.58E-08,1242,0.007903056,348,0,1148,0.002739726,413,0.000684463
489,9,4,149,4.57E-08,1112,0.007801798,349,0,1149,0.002739726,414,0.000684463
490,178,4,150,4.57E-08,1113,0.007801798,350,0,1150,0.002739726,418,0.000684463
491,180,4,690,4.57E-08,1114,0.007801798,351,0,1151,0.002739726,428,0.000684463
492,189,4,691,4.57E-08,346,0.007705479,352,0,1176,0.002739726,429,0.000684463
493,191,4,42,4.32E-08,347,0.007705479,354,0,1177,0.002739726,450,0.000684463
494,258,4,1251,3.81E-08,239,0.00768177,355,0,1178,0.002739726,462,0.000684463
495,284,4,499,3.47E-08,240,0.00768177,356,0,1179,0.002739726,463,0.000684463
496,302,4,471,3.44E-08,345,0.00761035,360,0,1186,0.002739726,465,0.000684463
497,311,4,559,3.35E-08,70,0.007589912,361,0,1188,0.002739726,466,0.000684463
498,339,4,501,3.26E-08,71,0.007589912,362,0,1189,0.002739726,476,0.000684463
499,340,4,502,3.21E-08,72,0.007589912,363,0,1190,0.002739726,477,0.000684463
500,353,4,503,3.21E-08,598,0.007586934,364,0,1193,0.002739726,483,0.000684463
501,395,4,805,3.16E-08,851,0.00756538,365,0,1194,0.002739726,484,0.000684463
502,442,4,806,3.16E-08,855,0.00756538,366,0,1206,0.002739726,488,0.000684463
503,452,4,955,3.13E-08,1331,0.007404665,367,0,1207,0.002739726,489,0.000684463
504,491,4,1298,3.10E-08,933,0.007342869,368,0,1208,0.002739726,495,0.000684463
505,515,4,1299,3.10E-08,1160,0.007342869,369,0,1210,0.002739726,496,0.000684463
506,525,4,557,3.05E-08,1161,0.007342869,370,0,1225,0.002739726,497,0.000684463
507,559,4,558,3.05E-08,743,0.007167888,371,0,1239,0.002739726,498,0.000684463
508,577,4,1248,2.95E-08,744,0.007167888,372,0,1240,0.002739726,505,0.000684463
509,639,4,430,2.70E-08,745,0.007167888,373,0,1241,0.002739726,506,0.000684463
510,919,4,684,2.67E-08,746,0.007167888,374,0,1242,0.002739726,511,0.000684463
511,1246,4,561,2.45E-08,988,0.006849315,375,0,1246,0.002739726,512,0.000684463
512,1247,4,562,2.45E-08,461,0.006809025,376,0,1247,0.002739726,519,0.000684463
513,8,3,478,2.43E-08,1385,0.006320444,377,0,1252,0.002739726,520,0.000684463
514,10,3,1092,2.42E-08,1386,0.006320444,378,0,1253,0.002739726,528,0.000684463
515,11,3,128,2.26E-08,1387,0.006320444,379,0,1254,0.002739726,531,0.000684463
516,12,3,1090,2.24E-08,1388,0.006320444,380,0,1255,0.002739726,532,0.000684463
517,14,3,1091,2.24E-08,1389,0.006320444,381,0,1281,0.002739726,533,0.000684463
518,15,3,652,2.15E-08,987,0.00622665,382,0,1282,0.002739726,541,0.000684463
519,45,3,563,1.97E-08,989,0.00622665,383,0,1283,0.002739726,542,0.000684463
520,46,3,918,1.84E-08,990,0.00622665,386,0,1284,0.002739726,543,0.000684463
521,47,3,1119,1.74E-08,991,0.00622665,387,0,1285,0.002739726,544,0.000684463
522,62,3,1120,1.74E-08,992,0.00622665,388,0,1295,0.002739726,545,0.000684463
523,66,3,1121,1.74E-08,993,0.00622665,389,0,1296,0.002739726,546,0.000684463
524,70,3,1122,1.74E-08,994,0.00622665,392,0,1297,0.002739726,550,0.000684463
525,71,3,481,1.57E-08,995,0.00622665,394,0,1350,0.002739726,551,0.000684463
526,72,3,480,1.40E-08,996,0.00622665,396,0,1351,0.002739726,554,0.000684463
527,75,3,482,1.40E-08,131,0.006164384,398,0,1352,0.002739726,555,0.000684463
528,76,3,1076,1.33E-08,132,0.006164384,399,0,1380,0.002739726,556,0.000684463
529,77,3,1295,1.30E-08,133,0.006164384,400,0,1381,0.002739726,564,0.000684463
530,123,3,1296,1.30E-08,134,0.006164384,401,0,1382,0.002739726,565,0.000684463
531,141,3,1297,1.30E-08,135,0.006164384,402,0,1383,0.002739726,570,0.000684463
532,145,3,891,1.25E-08,136,0.006164384,403,0,1397,0.002739726,571,0.000684463
533,146,3,606,1.25E-08,137,0.006164384,404,0,1398,0.002739726,572,0.000684463
534,147,3,920,1.16E-08,138,0.006164384,405,0,1399,0.002739726,573,0.000684463
535,148,3,1053,1.16E-08,139,0.006164384,406,0,1415,0.002739726,581,0.000684463
536,181,3,153,1.16E-08,140,0.006164384,407,0,1416,0.002739726,582,0.000684463
537,182,3,1054,1.06E-08,772,0.006164384,409,0,1417,0.002739726,583,0.000684463
538,216,3,1055,1.06E-08,773,0.006164384,410,0,1425,0.002739726,584,0.000684463
539,217,3,439,1.01E-08,774,0.006164384,412,0,0,0.002054795,587,0.000684463
540,218,3,440,1.01E-08,775,0.006164384,413,0,10,0.002054795,588,0.000684463
541,219,3,441,1.01E-08,776,0.006164384,414,0,11,0.002054795,589,0.000684463
542,233,3,1056,9.26E-09,777,0.006164384,415,0,12,0.002054795,590,0.000684463
543,242,3,890,7.79E-09,778,0.006164384,416,0,14,0.002054795,591,0.000684463
544,243,3,639,7.60E-09,779,0.006164384,417,0,15,0.002054795,594,0.000684463
545,279,3,577,7.48E-09,780,0.006164384,418,0,45,0.002054795,595,0.000684463
546,280,3,638,7.22E-09,781,0.006164384,420,0,46,0.002054795,599,0.000684463
547,281,3,1268,7.07E-09,460,0.006092286,421,0,47,0.002054795,600,0.000684463
548,282,3,1269,7.07E-09,241,0.005547945,423,0,54,0.002054795,603,0.000684463
549,299,3,579,6.85E-09,626,0.005479452,425,0,62,0.002054795,611,0.000684463
550,304,3,580,6.85E-09,948,0.005479452,426,0,66,0.002054795,612,0.000684463
551,306,3,73,6.42E-09,1067,0.005479452,427,0,70,0.002054795,623,0.000684463
552,307,3,423,6.34E-09,1068,0.005479452,428,0,71,0.002054795,624,0.000684463
553,309,3,693,6.34E-09,1069,0.005479452,429,0,72,0.002054795,630,0.000684463
554,314,3,220,6.15E-09,1070,0.005479452,430,0,75,0.002054795,631,0.000684463
555,315,3,221,6.15E-09,1071,0.005479452,431,0,76,0.002054795,635,0.000684463
556,316,3,578,6.04E-09,1072,0.005479452,432,0,77,0.002054795,636,0.000684463
557,317,3,409,5.56E-09,1073,0.005479452,433,0,100,0.002054795,643,0.000684463
558,320,3,1267,5.38E-09,1074,0.005479452,434,0,107,0.002054795,646,0.000684463
559,321,3,1460,5.38E-09,1075,0.005479452,435,0,112,0.002054795,647,0.000684463
560,322,3,504,4.53E-09,1187,0.005479452,436,0,145,0.002054795,665,0.000684463
561,323,3,1214,4.26E-09,318,0.005479452,437,0,146,0.002054795,666,0.000684463
562,342,3,598,3.41E-09,233,0.005261519,438,0,147,0.002054795,682,0.000684463
563,343,3,956,3.35E-09,1443,0.00519106,439,0,148,0.002054795,683,0.000684463
564,360,3,318,2.68E-09,1444,0.00519106,440,0,161,0.002054795,685,0.000684463
565,375,3,1443,2.60E-09,1445,0.00519106,441,0,167,0.002054795,686,0.000684463
566,376,3,1444,2.60E-09,1446,0.00519106,444,0,181,0.002054795,689,0.000684463
567,377,3,1445,2.60E-09,458,0.005032758,445,0,182,0.002054795,699,0.000684463
568,378,3,1446,2.60E-09,459,0.005032758,446,0,216,0.002054795,700,0.000684463
569,379,3,507,2.20E-09,282,0.004875101,447,0,217,0.002054795,701,0.000684463
570,380,3,508,2.20E-09,906,0.004875101,448,0,218,0.002054795,702,0.000684463
571,381,3,509,2.20E-09,231,0.004823059,449,0,219,0.002054795,705,0.000684463
572,382,3,1408,2.00E-09,395,0.004823059,450,0,222,0.002054795,706,0.000684463
573,394,3,1409,2.00E-09,13,0.004794521,453,0,230,0.002054795,719,0.000684463
574,408,3,1410,2.00E-09,367,0.004794521,454,0,239,0.002054795,720,0.000684463
575,426,3,948,1.56E-09,368,0.004794521,456,0,240,0.002054795,728,0.000684463
576,427,3,107,1.49E-09,369,0.004794521,458,0,242,0.002054795,729,0.000684463
577,428,3,1077,1.47E-09,370,0.004794521,459,0,243,0.002054795,736,0.000684463
578,429,3,949,1.39E-09,371,0.004794521,462,0,270,0.002054795,757,0.000684463
579,439,3,1200,1.39E-09,372,0.004794521,463,0,271,0.002054795,758,0.000684463
580,440,3,1201,1.39E-09,373,0.004794521,464,0,280,0.002054795,759,0.000684463
581,441,3,1202,1.39E-09,374,0.004794521,465,0,281,0.002054795,760,0.000684463
582,458,3,1203,1.39E-09,431,0.004794521,466,0,295,0.002054795,763,0.000684463
583,459,3,510,1.25E-09,432,0.004794521,467,0,299,0.002054795,764,0.000684463
584,467,3,70,1.16E-09,433,0.004794521,468,0,304,0.002054795,765,0.000684463
585,468,3,71,1.16E-09,434,0.004794521,470,0,306,0.002054795,770,0.000684463
586,469,3,72,1.16E-09,435,0.004794521,471,0,307,0.002054795,771,0.000684463
587,475,3,1430,1.16E-09,436,0.004794521,472,0,309,0.002054795,784,0.000684463
588,479,3,1431,1.16E-09,437,0.004794521,473,0,314,0.002054795,792,0.000684463
589,492,3,1432,1.16E-09,438,0.004794521,474,0,315,0.002054795,793,0.000684463
590,510,3,332,1.08E-09,514,0.004794521,476,0,316,0.002054795,794,0.000684463
591,516,3,330,1.05E-09,789,0.004794521,477,0,317,0.002054795,795,0.000684463
592,517,3,331,1.05E-09,1039,0.004794521,478,0,320,0.002054795,798,0.000684463
593,518,3,333,1.05E-09,596,0.004483188,480,0,321,0.002054795,802,0.000684463
594,523,3,334,1.05E-09,732,0.004483188,482,0,322,0.002054795,821,0.000684463
595,524,3,335,1.05E-09,1148,0.004452055,483,0,323,0.002054795,824,0.000684463
596,536,3,596,9.42E-10,1149,0.004452055,484,0,325,0.002054795,825,0.000684463
597,537,3,732,9.42E-10,1150,0.004452055,485,0,342,0.002054795,826,0.000684463
598,538,3,33,9.38E-10,1151,0.004452055,486,0,343,0.002054795,829,0.000684463
