,nodes_tr,TR,nodes_ec,EC,nodes_cnc,CnC,nodes_bc,BC,nodes_dc,DC,nodes_pr,pr
301,147,15,148,0.021565343,46,0.304301075,277,0.002261578,994,0.011484099,586,0.000966885
302,189,15,4,0.021525779,376,0.304301075,402,0.002257088,27,0.010600707,431,0.000966873
303,202,15,107,0.021410591,483,0.304219296,907,0.002251887,74,0.010600707,229,0.000966738
304,237,15,411,0.021282029,131,0.30413756,858,0.002249813,77,0.010600707,709,0.000966446
305,253,15,70,0.02127447,351,0.30413756,693,0.002227818,78,0.010600707,1079,0.000964588
306,290,15,884,0.021262327,28,0.303974221,306,0.002218315,87,0.010600707,557,0.000964379
307,292,15,676,0.021259155,187,0.303974221,419,0.002210836,90,0.010600707,1066,0.000964346
308,343,15,85,0.021222901,454,0.303974221,196,0.002208874,120,0.010600707,78,0.00096427
309,641,15,553,0.021214898,424,0.303892617,371,0.002206772,131,0.010600707,480,0.000964232
310,823,15,77,0.021206709,512,0.303811057,234,0.002143119,147,0.010600707,833,0.000964227
311,890,15,691,0.021173264,506,0.303729541,520,0.002128803,157,0.010600707,807,0.000963344
312,1104,15,307,0.020989836,653,0.30356664,63,0.002069526,161,0.010600707,412,0.000961408
313,32,14,690,0.020987524,554,0.303403913,272,0.002069275,191,0.010600707,164,0.000960259
314,60,14,121,0.020877851,471,0.303241361,216,0.002066908,207,0.010600707,1086,0.000960136
315,73,14,548,0.020850263,215,0.302997859,522,0.002053011,220,0.010600707,226,0.000959661
316,140,14,886,0.020626915,382,0.302997859,296,0.002043735,227,0.010600707,120,0.000959512
317,372,14,642,0.020608542,114,0.302916778,662,0.002017605,230,0.010600707,398,0.000959218
318,465,14,459,0.020476403,135,0.302916778,131,0.002009811,245,0.010600707,304,0.000958137
319,476,14,406,0.02041951,368,0.302916778,363,0.002001725,256,0.010600707,871,0.000957418
320,486,14,256,0.020355049,425,0.302916778,713,0.001985743,311,0.010600707,444,0.00095589
321,522,14,415,0.020211514,277,0.302835741,190,0.001961392,329,0.010600707,907,0.0009557
322,655,14,124,0.020133422,480,0.302835741,571,0.001956853,335,0.010600707,906,0.000953933
323,783,14,504,0.020099889,647,0.302835741,586,0.001948923,336,0.010600707,247,0.00095309
324,807,14,333,0.019909363,714,0.30259289,545,0.001936951,337,0.010600707,656,0.000952667
325,867,14,710,0.0198549,708,0.302269693,561,0.001935698,352,0.010600707,440,0.000952628
326,911,14,299,0.019813166,67,0.302027748,957,0.001934885,362,0.010600707,497,0.000952574
327,7,13,352,0.019790538,255,0.301947186,616,0.00191943,390,0.010600707,1052,0.000951751
328,77,13,152,0.019707017,408,0.301705757,628,0.001903158,399,0.010600707,674,0.000951667
329,85,13,274,0.019547689,725,0.301705757,1022,0.001901064,411,0.010600707,149,0.000951496
330,216,13,7,0.019403215,364,0.301384452,54,0.001898045,430,0.010600707,329,0.000950322
331,249,13,185,0.019188529,520,0.301384452,124,0.00189665,437,0.010600707,560,0.000950176
332,277,13,500,0.019171281,306,0.300983781,264,0.001896468,450,0.010600707,187,0.000946784
333,289,13,379,0.018963659,384,0.300743889,502,0.001894094,474,0.010600707,479,0.000944992
334,316,13,359,0.01887287,314,0.300584174,325,0.001869849,507,0.010600707,708,0.000942798
335,338,13,632,0.018727313,264,0.300424628,801,0.001865337,512,0.010600707,978,0.000942447
336,406,13,443,0.018521187,662,0.300424628,930,0.001855228,522,0.010600707,403,0.000942142
337,415,13,109,0.018398026,869,0.300185627,485,0.00184815,598,0.010600707,747,0.000941817
338,428,13,329,0.018208464,697,0.300106045,394,0.001847722,676,0.010600707,322,0.000940493
339,430,13,791,0.018097094,649,0.300026504,559,0.001843601,690,0.010600707,19,0.000940019
340,436,13,592,0.018026705,517,0.299947006,980,0.001843255,694,0.010600707,498,0.000939413
341,454,13,90,0.017966198,160,0.29986755,679,0.001841527,705,0.010600707,63,0.000939311
342,456,13,561,0.01794301,214,0.299470899,250,0.001839934,768,0.010600707,234,0.000938668
343,506,13,186,0.017919161,557,0.299470899,585,0.00183443,835,0.010600707,895,0.000937975
344,507,13,160,0.01790742,523,0.299391695,289,0.001827469,884,0.010600707,1022,0.000937262
345,557,13,86,0.017865922,749,0.299391695,833,0.001825281,885,0.010600707,352,0.000937229
346,611,13,780,0.017799814,180,0.299312533,959,0.001822679,887,0.010600707,250,0.000937158
347,621,13,67,0.017549429,276,0.299312533,474,0.001806624,85,0.009717314,103,0.000936179
348,647,13,264,0.017463432,91,0.299233413,929,0.001805004,124,0.009717314,520,0.000936168
349,662,13,364,0.017414395,657,0.299154334,253,0.00180386,129,0.009717314,893,0.000934053
350,764,13,473,0.01735994,444,0.298838437,1052,0.001802887,244,0.009717314,628,0.000933346
351,769,13,368,0.017296957,706,0.298680739,897,0.001801923,249,0.009717314,167,0.00093305
352,883,13,89,0.01722617,670,0.298601952,873,0.001799656,274,0.009717314,276,0.000932885
353,888,13,387,0.017220112,126,0.298523207,303,0.001794228,277,0.009717314,408,0.000931667
354,889,13,494,0.017123034,198,0.298523207,918,0.001789249,289,0.009717314,348,0.000931663
355,1042,13,628,0.017094295,162,0.298444503,78,0.001788726,296,0.009717314,201,0.000930337
356,1097,13,397,0.017092872,452,0.298444503,210,0.00178862,299,0.009717314,552,0.000928463
357,66,12,401,0.01707259,406,0.298365841,770,0.001783122,345,0.009717314,662,0.000927066
358,78,12,661,0.017008146,417,0.298365841,28,0.001781001,363,0.009717314,930,0.00092612
359,106,12,279,0.016995272,436,0.298365841,534,0.001777023,368,0.009717314,456,0.000923727
360,107,12,472,0.016812449,74,0.298208641,346,0.001775766,424,0.009717314,432,0.000922336
361,120,12,585,0.016764097,155,0.298130103,513,0.001766784,431,0.009717314,690,0.000922211
362,156,12,782,0.016747284,422,0.298051606,663,0.001766784,444,0.009717314,606,0.000921172
363,165,12,180,0.016703399,658,0.298051606,767,0.001766784,458,0.009717314,502,0.000921108
364,180,12,424,0.016671483,728,0.297894737,997,0.001766784,471,0.009717314,407,0.000920458
365,186,12,457,0.016585444,810,0.297738033,1072,0.001766784,476,0.009717314,54,0.000920112
366,234,12,894,0.01657776,243,0.297425118,1079,0.001766784,479,0.009717314,335,0.000919881
367,361,12,644,0.016573683,703,0.297425118,1086,0.001766784,486,0.009717314,455,0.000919474
368,403,12,425,0.016529269,755,0.297425118,1095,0.001766784,557,0.009717314,846,0.00091779
369,418,12,742,0.016468214,655,0.297346992,351,0.001750819,606,0.009717314,801,0.000916179
370,431,12,345,0.016189756,323,0.297190864,230,0.001728908,648,0.009717314,264,0.000915559
371,446,12,257,0.016152766,603,0.297190864,516,0.001728242,660,0.009717314,223,0.000915144
372,470,12,259,0.016105895,196,0.297112861,310,0.001717624,661,0.009717314,517,0.000913888
373,474,12,679,0.016085065,835,0.297112861,498,0.001695641,662,0.009717314,770,0.000913133
374,478,12,396,0.01607593,387,0.296956978,274,0.001694796,742,0.009717314,21,0.000912862
375,490,12,645,0.01603352,764,0.296879098,792,0.001684223,747,0.009717314,152,0.000912734
376,504,12,704,0.015926644,66,0.296801259,288,0.001654863,783,0.009717314,210,0.000911563
377,642,12,118,0.015873135,233,0.29672346,143,0.001642049,823,0.009717314,272,0.00091154
378,698,12,653,0.015723032,129,0.296567985,676,0.001638048,832,0.009717314,126,0.000911256
379,956,12,889,0.015659771,189,0.296567985,290,0.001626089,869,0.009717314,429,0.000909847
380,72,11,102,0.015647551,568,0.296567985,147,0.001622315,886,0.009717314,616,0.000909342
381,114,11,402,0.015325516,426,0.296257524,725,0.001618103,889,0.009717314,635,0.00090875
382,299,11,285,0.015321318,463,0.296257524,201,0.00161445,894,0.009717314,253,0.000906914
383,307,11,390,0.015294449,397,0.296102537,413,0.001611511,895,0.009717314,512,0.000906838
384,312,11,114,0.015246066,152,0.295947712,583,0.001602877,907,0.009717314,880,0.000906083
385,364,11,189,0.015122332,550,0.295947712,656,0.001599401,975,0.009717314,713,0.000905672
386,421,11,695,0.01501852,742,0.295793049,424,0.001576218,1004,0.009717314,474,0.000905117
387,469,11,511,0.01471003,261,0.295715778,815,0.001573236,1066,0.009717314,867,0.000904534
388,602,11,376,0.01469889,692,0.295715778,978,0.00157059,1068,0.009717314,386,0.000904272
389,606,11,594,0.014668142,511,0.295638548,794,0.001566855,4,0.008833922,1104,0.000903999
390,791,11,351,0.014534465,157,0.295407098,446,0.001554672,42,0.008833922,700,0.000903717
391,846,11,251,0.014440374,207,0.295407098,1068,0.001551234,60,0.008833922,206,0.000903699
392,906,11,348,0.014375856,815,0.295330029,443,0.001528285,62,0.008833922,769,0.000900713
393,1003,11,140,0.014374537,571,0.295252999,408,0.001507953,109,0.008833922,873,0.000900039
394,1038,11,166,0.014295017,148,0.295099062,859,0.001497002,162,0.008833922,277,0.000899906
395,160,10,568,0.014231993,379,0.294868455,167,0.001496299,180,0.008833922,792,0.000899558
396,230,10,74,0.014197585,356,0.294791667,85,0.001484258,183,0.008833922,858,0.00089878
397,296,10,131,0.014090185,687,0.294791667,653,0.001476886,259,0.008833922,808,0.00089839
398,327,10,597,0.0140014,631,0.294714918,475,0.001467901,278,0.008833922,1034,0.000898211
399,350,10,557,0.013927697,766,0.294714918,27,0.001467229,279,0.008833922,419,0.000896609
400,363,10,162,0.013877381,455,0.29456154,241,0.001462184,316,0.008833922,815,0.000895736
401,371,10,677,0.013863306,537,0.294484912,854,0.001458391,322,0.008833922,839,0.000893785
402,475,10,783,0.01381723,87,0.294408322,490,0.001453758,324,0.008833922,8,0.000893014
403,479,10,235,0.013784542,479,0.294331773,360,0.00145355,372,0.008833922,661,0.000892831
404,526,10,305,0.013784434,265,0.294255264,227,0.001435896,376,0.008833922,785,0.000891576
405,600,10,165,0.01368326,486,0.294255264,284,0.001430625,387,0.008833922,70,0.00089125
406,601,10,278,0.013603928,118,0.294178794,112,0.001424167,394,0.008833922,424,0.000890855
407,622,10,164,0.013583218,519,0.294102364,432,0.001420824,407,0.008833922,929,0.000890672
408,633,10,708,0.013541534,641,0.294025974,87,0.0014202,413,0.008833922,959,0.000889609
409,868,10,356,0.013511546,166,0.293949623,632,0.00141723,415,0.008833922,989,0.000889586
410,939,10,122,0.013471827,272,0.293873313,215,0.001412627,443,0.008833922,112,0.000889109
411,975,10,322,0.013312318,362,0.293873313,437,0.001407895,475,0.008833922,148,0.000888152
412,995,10,66,0.013291773,109,0.293797041,386,0.001399348,490,0.008833922,508,0.000884869
413,128,9,261,0.013253161,474,0.293797041,952,0.001395517,504,0.008833922,706,0.000884837
414,166,9,662,0.013220544,858,0.29372081,470,0.001392072,564,0.008833922,901,0.000884696
415,219,9,120,0.01316494,310,0.293492352,541,0.001390473,568,0.008833922,613,0.000884112
416,255,9,650,0.013077383,552,0.293492352,810,0.001383284,640,0.008833922,832,0.000883689
417,275,9,255,0.013006957,161,0.293264249,698,0.001370261,649,0.008833922,818,0.000883494
418,356,9,483,0.012991694,289,0.293264249,691,0.001357106,656,0.008833922,186,0.000883468
419,368,9,271,0.012962616,432,0.293188293,821,0.00135029,698,0.008833922,949,0.000882461
420,398,9,276,0.012960651,446,0.293188293,4,0.001348175,743,0.008833922,640,0.000882354
421,500,9,64,0.012956885,102,0.293112377,397,0.001325387,744,0.008833922,401,0.000882059
422,562,9,499,0.012956878,251,0.293112377,994,0.001321118,807,0.008833922,1095,0.000881501
423,566,9,444,0.012909398,284,0.293112377,699,0.001311772,808,0.008833922,742,0.000880605
424,661,9,454,0.012905743,860,0.292884864,692,0.001305988,846,0.008833922,768,0.000879456
425,676,9,573,0.012867812,450,0.292809105,278,0.001304717,867,0.008833922,337,0.000879348
426,690,9,675,0.012796845,826,0.292809105,67,0.001299178,891,0.008833922,368,0.000879037
427,792,9,187,0.012778117,890,0.292733385,152,0.001296142,944,0.008833922,679,0.000878592
428,901,9,296,0.012750134,32,0.292582063,860,0.001282705,1034,0.008833922,1072,0.000878551
429,1025,9,92,0.012647094,610,0.292430896,314,0.001276047,28,0.00795053,399,0.000876704
430,88,8,135,0.012594066,98,0.292355372,497,0.001274157,117,0.00795053,156,0.000875816
431,129,8,480,0.012550007,660,0.292355372,956,0.001272975,118,0.00795053,571,0.000875736
432,131,8,277,0.012547848,64,0.29220444,214,0.001272933,160,0.00795053,601,0.000875394
433,171,8,858,0.012536734,605,0.292053664,345,0.001249005,165,0.00795053,370,0.000874728
434,304,8,342,0.012523359,92,0.291752577,742,0.001235343,186,0.00795053,783,0.000873967
435,311,8,789,0.012516039,128,0.291677403,763,0.001234559,306,0.00795053,1097,0.000873386
436,335,8,463,0.012487856,263,0.291677403,429,0.001234271,314,0.00795053,478,0.000872788
437,391,8,512,0.012359906,316,0.291677403,368,0.001231039,323,0.00795053,27,0.000872615
438,437,8,671,0.012311451,562,0.291602267,867,0.001219579,364,0.00795053,384,0.000871783
439,444,8,429,0.01230795,394,0.291452111,895,0.00121349,379,0.00795053,290,0.000871329
440,455,8,194,0.012257365,522,0.291377091,570,0.001204047,425,0.00795053,87,0.000871062
441,508,8,892,0.01224497,282,0.291227167,552,0.001192515,432,0.00795053,85,0.000871032
442,649,8,28,0.012207783,458,0.291152263,180,0.001184577,454,0.00795053,956,0.000870705
443,656,8,435,0.012186623,637,0.291152263,279,0.001183122,455,0.00795053,897,0.000870701
444,871,8,766,0.012185415,429,0.291077398,65,0.001177653,478,0.00795053,274,0.000870372
445,909,8,82,0.012184007,891,0.291077398,747,0.001167337,508,0.00795053,216,0.000869018
446,945,8,554,0.012068808,533,0.290927782,661,0.001163099,520,0.00795053,559,0.000868583
447,952,8,890,0.012067671,411,0.290853032,706,0.001162933,537,0.00795053,310,0.000868241
448,1069,8,410,0.012019531,393,0.29077832,1067,0.001157457,585,0.00795053,868,0.000867905
449,46,7,417,0.01199616,694,0.290554415,183,0.001149332,609,0.00795053,918,0.000867679
450,74,7,944,0.011932917,235,0.290479856,658,0.001147806,628,0.00795053,568,0.000867411
451,90,7,696,0.011835001,1000,0.290330854,83,0.001134172,632,0.00795053,997,0.000867113
452,121,7,919,0.011693907,440,0.290033308,129,0.001132828,633,0.00795053,132,0.000867109
453,124,7,776,0.011585168,7,0.289959016,984,0.001126359,641,0.00795053,411,0.000867092
454,157,7,580,0.011563221,358,0.289959016,532,0.001112728,647,0.00795053,767,0.000867034
455,163,7,506,0.011537296,583,0.289959016,126,0.001108392,655,0.00795053,541,0.000867009
456,269,7,432,0.011481481,540,0.289884763,631,0.00110718,657,0.00795053,859,0.000866983
457,278,7,835,0.011479266,404,0.28958813,714,0.001106977,670,0.00795053,570,0.000866938
458,306,7,562,0.011467006,539,0.289514066,223,0.001099915,674,0.00795053,314,0.000866749
459,314,7,747,0.011419732,580,0.289366053,818,0.001094582,691,0.00795053,1018,0.000866457
460,319,7,743,0.011413132,271,0.289292103,568,0.001091064,704,0.00795053,345,0.000866319
461,322,7,233,0.011404823,421,0.289292103,372,0.00108113,706,0.00795053,207,0.000866181
462,336,7,455,0.01139135,461,0.289292103,370,0.00107123,745,0.00795053,894,0.000865839
463,376,7,117,0.011382627,285,0.289218191,610,0.001055878,815,0.00795053,262,0.000863914
464,390,7,655,0.011330661,701,0.289144317,967,0.001053929,839,0.00795053,65,0.000863129
465,407,7,895,0.011293116,573,0.28907048,807,0.001034921,858,0.00795053,585,0.00086311
466,410,7,16,0.011285039,956,0.288481142,476,0.00102838,871,0.00795053,631,0.000862367
467,424,7,602,0.011215917,431,0.288407643,484,0.001017553,890,0.00795053,676,0.00086232
468,443,7,749,0.011206644,705,0.288407643,901,0.001016346,893,0.00795053,371,0.00086163
469,496,7,687,0.011180404,482,0.288334182,931,0.001014931,906,0.00795053,190,0.000861627
470,544,7,441,0.011160494,222,0.288260759,455,0.001008488,911,0.00795053,303,0.000861524
471,554,7,693,0.011098351,693,0.288260759,322,0.000997814,952,0.00795053,952,0.000861471
472,585,7,643,0.011042314,296,0.288187373,444,0.000988259,956,0.00795053,527,0.000861443
473,594,7,564,0.010894041,952,0.288114024,749,0.000987779,957,0.00795053,779,0.00086118
474,599,7,289,0.010874374,311,0.287967438,635,0.000986975,980,0.00795053,744,0.000860837
475,607,7,706,0.01086365,768,0.287894201,755,0.000986847,982,0.00795053,663,0.000860747
476,613,7,744,0.01076162,300,0.287821002,186,0.000982418,1097,0.00795053,513,0.000860486
477,660,7,394,0.010736252,434,0.287747839,194,0.000961889,7,0.007067138,794,0.000860098
478,667,7,657,0.010713003,712,0.287747839,262,0.000961844,32,0.007067138,534,0.000859396
479,668,7,426,0.010700055,894,0.287747839,249,0.000950778,76,0.007067138,1049,0.000858328
480,674,7,768,0.010684713,679,0.287455561,1077,0.000940775,88,0.007067138,598,0.000858261
481,746,7,365,0.010502135,830,0.287455561,507,0.000940241,140,0.007067138,564,0.000856663
482,771,7,832,0.010418446,832,0.287455561,877,0.000934882,143,0.007067138,230,0.000856288
483,818,7,537,0.010375814,699,0.287382584,894,0.000932447,166,0.007067138,505,0.000855825
484,907,7,599,0.010367531,957,0.287309645,399,0.00092852,189,0.007067138,854,0.000855596
485,1077,7,246,0.01033978,921,0.287163876,847,0.000925238,223,0.007067138,165,0.000853475
486,28,6,243,0.010292869,82,0.287091047,297,0.000916818,243,0.007067138,648,0.000853132
487,95,6,470,0.010288835,711,0.287018256,848,0.000915859,251,0.007067138,561,0.000852685
488,100,6,606,0.010261108,62,0.286945501,1031,0.000908478,264,0.007067138,369,0.000851897
489,113,6,422,0.010157221,297,0.286872783,407,0.00089988,284,0.007067138,430,0.000851416
490,173,6,714,0.010109765,374,0.286872783,514,0.000897392,310,0.007067138,694,0.000851215
491,178,6,163,0.010014983,671,0.286872783,674,0.000880988,327,0.007067138,526,0.000846767
492,183,6,482,0.010006335,889,0.286872783,415,0.000876942,348,0.007067138,161,0.000846594
493,194,6,446,0.009981543,646,0.286654849,839,0.000873506,356,0.007067138,220,0.000845525
494,243,6,155,0.009931296,920,0.286437247,300,0.000871472,397,0.007067138,903,0.000845456
495,256,6,474,0.009923631,280,0.286364786,703,0.000867871,401,0.007067138,124,0.000845441
496,274,6,982,0.009897609,164,0.286292362,508,0.000864706,410,0.007067138,387,0.000845262
497,284,6,692,0.009887803,700,0.286292362,125,0.000852073,416,0.007067138,382,0.000843504
498,310,6,177,0.00985353,324,0.286219975,299,0.000851266,421,0.007067138,16,0.000842298
499,323,6,484,0.00983209,208,0.286003032,206,0.000850594,436,0.007067138,860,0.00084215
500,337,6,869,0.009793918,591,0.286003032,95,0.000843213,470,0.007067138,95,0.000841838
501,352,6,486,0.009760095,416,0.285858586,396,0.000837723,498,0.007067138,83,0.000841724
502,387,6,314,0.009759555,96,0.285714286,292,0.000829312,509,0.007067138,279,0.00084099
503,394,6,808,0.009756678,470,0.28564219,526,0.000826217,571,0.007067138,821,0.000840709
504,416,6,157,0.009738893,611,0.28564219,387,0.000825653,592,0.007067138,62,0.000840563
505,432,6,272,0.009724791,593,0.285570131,416,0.000825439,601,0.007067138,475,0.000840125
506,434,6,346,0.009705814,60,0.285354172,890,0.000814833,613,0.007067138,621,0.000839662
507,505,6,746,0.009702031,347,0.285354172,811,0.000808813,631,0.007067138,1061,0.000839609
508,565,6,957,0.009670337,642,0.285354172,647,0.00080753,637,0.007067138,760,0.000839601
509,609,6,670,0.009669479,1066,0.285354172,161,0.00080122,646,0.007067138,362,0.000839126
510,620,6,295,0.009614198,811,0.28521038,527,0.000801032,658,0.007067138,28,0.000837517
511,623,6,393,0.009595254,107,0.285138539,760,0.000800939,730,0.007067138,245,0.000836959
512,628,6,860,0.009581206,219,0.285066734,986,0.000795333,769,0.007067138,147,0.000836821
513,644,6,153,0.009546884,624,0.285066734,832,0.00078039,782,0.007067138,163,0.000836772
514,646,6,173,0.009533449,787,0.284994965,16,0.000775412,792,0.007067138,249,0.000836304
515,695,6,62,0.009521724,52,0.284779874,975,0.000774967,818,0.007067138,416,0.00083612
516,751,6,566,0.009500749,378,0.284565108,21,0.000767162,833,0.007067138,129,0.000835794
517,821,6,826,0.009413289,88,0.284422111,369,0.00076253,852,0.007067138,545,0.000835407
518,837,6,282,0.00941018,327,0.284422111,593,0.000757354,859,0.007067138,967,0.000834356
519,859,6,407,0.009400166,527,0.284422111,649,0.000737574,868,0.007067138,278,0.000833871
520,869,6,735,0.009392259,246,0.284350666,164,0.000734616,901,0.007067138,297,0.000832957
521,951,6,698,0.00939051,566,0.284350666,540,0.000734533,995,0.007067138,1042,0.000832665
522,957,6,801,0.009388359,295,0.284207884,102,0.000732222,1042,0.007067138,934,0.000832042
523,1033,6,519,0.00935662,418,0.284207884,76,0.000731927,1077,0.007067138,704,0.000831895
524,1036,6,719,0.009345379,595,0.284207884,667,0.000730138,1104,0.007067138,194,0.00083177
525,1040,6,404,0.009300427,613,0.284065245,251,0.00071298,16,0.006183746,743,0.000830959
526,16,5,600,0.009278929,163,0.283993979,808,0.000712526,46,0.006183746,183,0.000830202
527,47,5,265,0.00927264,221,0.283780396,920,0.000712002,47,0.006183746,299,0.000829412
528,102,5,980,0.009267775,837,0.283780396,47,0.000709835,95,0.006183746,667,0.000829162
529,132,5,795,0.009146716,241,0.283638186,160,0.000707865,107,0.006183746,982,0.000827917
530,208,5,665,0.00901984,696,0.283496118,1061,0.000702099,128,0.006183746,109,0.000827607
531,223,5,310,0.00900652,140,0.283425138,603,0.000701634,163,0.006183746,782,0.000827544
532,264,5,660,0.009002829,779,0.283425138,1049,0.000700416,194,0.006183746,658,0.000827396
533,305,5,297,0.008991397,545,0.283141571,356,0.000694393,233,0.006183746,364,0.000826852
534,345,5,60,0.00892389,820,0.283141571,650,0.000679023,276,0.006183746,987,0.000826803
535,359,5,168,0.008903627,194,0.283070768,362,0.000674892,297,0.006183746,443,0.000826709
536,396,5,658,0.008858928,656,0.282929268,454,0.00067398,347,0.006183746,728,0.000826526
537,527,5,439,0.008858514,931,0.282787909,233,0.000673383,349,0.006183746,939,0.000825602
538,556,5,374,0.008850093,223,0.282717283,922,0.000672386,396,0.006183746,415,0.000825498
539,560,5,98,0.00884636,665,0.282505615,782,0.000669689,402,0.006183746,118,0.000824442
540,657,5,764,0.008724113,707,0.282505615,207,0.000669499,418,0.006183746,692,0.000824428
541,658,5,522,0.008710197,257,0.28243513,62,0.000669123,505,0.006183746,787,0.000824096
542,710,5,539,0.008683793,667,0.28243513,744,0.000666572,516,0.006183746,471,0.000823956
543,722,5,639,0.008623537,565,0.282364679,906,0.000666449,526,0.006183746,1067,0.000823586
544,730,5,358,0.008607515,816,0.282364679,263,0.000664969,527,0.006183746,991,0.000823201
545,735,5,284,0.00858802,365,0.282294264,982,0.000660495,552,0.006183746,986,0.000822218
546,760,5,461,0.008557396,478,0.282153539,471,0.000660384,560,0.006183746,292,0.000821086
547,766,5,637,0.008532632,818,0.282153539,741,0.00065929,562,0.006183746,413,0.000820392
548,820,5,552,0.008503786,484,0.281942715,504,0.000650983,595,0.006183746,422,0.000820346
549,839,5,347,0.008495825,808,0.281942715,285,0.000647023,599,0.006183746,944,0.000819878
550,923,5,421,0.008494125,904,0.28187251,478,0.000638763,610,0.006183746,610,0.000819746
551,934,5,720,0.008478477,645,0.28180234,868,0.000618425,621,0.006183746,227,0.000819188
552,935,5,311,0.008406887,165,0.281732205,633,0.00061723,642,0.006183746,437,0.000818439
553,967,5,222,0.008380062,895,0.281732205,820,0.000611307,667,0.006183746,890,0.00081834
554,991,5,904,0.008375073,907,0.281732205,7,0.000602119,696,0.006183746,745,0.000818107
555,1019,5,741,0.008360262,760,0.281662105,730,0.000601826,699,0.006183746,805,0.000817619
556,4,4,450,0.008320092,464,0.281312127,163,0.000590209,700,0.006183746,504,0.00081735
557,76,4,263,0.008304113,94,0.28117238,148,0.000589527,709,0.006183746,516,0.000817335
558,82,4,452,0.008302843,709,0.28117238,768,0.000586755,749,0.006183746,696,0.000817021
559,86,4,603,0.008280001,228,0.281032771,1004,0.00058153,760,0.006183746,810,0.000816092
560,191,4,458,0.008175431,137,0.280823617,364,0.000573024,794,0.006183746,102,0.000815576
561,257,4,509,0.00816341,475,0.280823617,118,0.000570899,821,0.006183746,884,0.000815274
562,276,4,815,0.008157472,490,0.280823617,783,0.000570448,854,0.006183746,995,0.000814956
563,285,4,550,0.008152387,95,0.280753968,655,0.000554241,888,0.006183746,899,0.00081494
564,348,4,96,0.00814229,346,0.280753968,893,0.000553429,919,0.006183746,600,0.000814753
565,405,4,25,0.008137572,720,0.280753968,245,0.000550352,939,0.006183746,820,0.000814372
566,417,4,520,0.008136542,447,0.2803368,728,0.000549828,953,0.006183746,646,0.000813631
567,450,4,571,0.008135184,809,0.2803368,740,0.000543142,1000,0.006183746,470,0.000813167
568,458,4,169,0.008088353,823,0.2803368,88,0.000536187,1008,0.006183746,1111,0.000812306
569,473,4,656,0.00803135,854,0.28019802,996,0.000534713,82,0.005300353,88,0.000812037
570,498,4,893,0.007995364,892,0.28019802,696,0.000530029,86,0.005300353,385,0.000811692
571,514,4,792,0.007992725,153,0.279990106,805,0.000528988,102,0.005300353,7,0.00081162
572,520,4,565,0.007987289,427,0.279990106,852,0.000528315,113,0.005300353,699,0.000810641
573,528,4,797,0.007982435,460,0.27992087,365,0.000521279,155,0.005300353,4,0.000809757
574,537,4,667,0.00797046,650,0.279851669,581,0.000519751,168,0.005300353,180,0.000808177
575,632,4,701,0.007942345,821,0.279713368,560,0.000518026,171,0.005300353,887,0.00080787
576,670,4,52,0.007917268,16,0.279575204,220,0.000508162,177,0.005300353,885,0.00080787
577,686,4,631,0.007908103,220,0.279506173,562,0.000506805,178,0.005300353,410,0.000807727
578,692,4,88,0.007863706,407,0.279506173,909,0.000505811,208,0.005300353,736,0.000807533
579,696,4,952,0.007845725,974,0.279437176,711,0.000504878,219,0.005300353,323,0.000806675
580,727,4,745,0.007831809,369,0.279368213,421,0.000503016,222,0.005300353,363,0.000805207
581,736,4,431,0.007812611,439,0.279368213,694,0.000502809,263,0.005300353,637,0.00080501
582,794,4,137,0.007799795,911,0.279368213,637,0.000498103,285,0.005300353,607,0.000804801
583,805,4,416,0.007729375,953,0.279368213,550,0.000485931,295,0.005300353,319,0.00080347
584,850,4,709,0.007713808,598,0.27923039,921,0.000477234,300,0.005300353,284,0.000801672
585,860,4,705,0.007650068,812,0.27923039,539,0.000471679,319,0.005300353,599,0.000801286
586,873,4,888,0.007649111,623,0.279161529,717,0.000470958,325,0.005300353,642,0.000800165
587,892,4,287,0.007565845,964,0.279161529,605,0.000469862,369,0.005300353,347,0.000799573
588,903,4,378,0.007536886,514,0.279092702,830,0.000463157,422,0.005300353,1083,0.000799079
589,986,4,178,0.007503116,719,0.279092702,323,0.000459553,434,0.005300353,309,0.000798671
590,1002,4,319,0.007485967,873,0.279023909,319,0.000453103,461,0.005300353,953,0.000798112
591,1037,4,920,0.007476079,644,0.278817734,295,0.000451502,481,0.005300353,140,0.000797869
592,1044,4,837,0.007447356,740,0.278817734,607,0.000428263,496,0.005300353,316,0.000797702
593,1052,4,921,0.007434546,828,0.278749077,871,0.000427769,497,0.005300353,979,0.000796328
594,1053,4,778,0.007434293,592,0.278680453,46,0.000426591,514,0.005300353,189,0.000795794
595,25,3,514,0.007423981,885,0.278611863,903,0.000426093,539,0.005300353,1065,0.000795711
596,91,3,523,0.00736639,887,0.278611863,687,0.000423793,540,0.005300353,824,0.000795454
597,117,3,722,0.007363865,982,0.278406296,754,0.00042294,545,0.005300353,741,0.000795328
598,135,3,158,0.007340107,410,0.278337841,846,0.000421399,550,0.005300353,845,0.000795067
599,137,3,418,0.007320992,569,0.278337841,720,0.00040659,556,0.005300353,324,0.000794448
600,138,3,427,0.00731335,744,0.278201032,934,0.000403889,566,0.005300353,251,0.000793847
601,162,3,810,0.007288301,509,0.278132678,613,0.000402768,580,0.005300353,888,0.000792344
