,nodes_ec,EC
892,666,1.4273728528747368e-12
893,680,1.4273728528747368e-12
894,681,1.4273728528747368e-12
895,682,1.4273728528747368e-12
896,683,1.4273728528747368e-12
897,717,1.4273728528747368e-12
898,718,1.4273728528747368e-12
899,719,1.4273728528747368e-12
900,720,1.4273728528747368e-12
901,768,1.4273728528747368e-12
902,769,1.4273728528747368e-12
903,770,1.4273728528747368e-12
904,771,1.4273728528747368e-12
905,790,1.4273728528747368e-12
906,791,1.4273728528747368e-12
907,792,1.4273728528747368e-12
908,793,1.4273728528747368e-12
909,886,1.4273728528747368e-12
910,887,1.4273728528747368e-12
911,888,1.4273728528747368e-12
912,889,1.4273728528747368e-12
913,1014,1.4273728528747368e-12
914,1015,1.4273728528747368e-12
915,1016,1.4273728528747368e-12
916,1017,1.4273728528747368e-12
917,1080,1.4273728528747368e-12
918,1081,1.4273728528747368e-12
919,1115,1.4273728528747368e-12
920,1116,1.4273728528747368e-12
921,1117,1.4273728528747368e-12
922,1118,1.4273728528747368e-12
923,1168,1.4273728528747368e-12
924,1169,1.4273728528747368e-12
925,1170,1.4273728528747368e-12
926,1171,1.4273728528747368e-12
927,1302,1.4273728528747368e-12
928,1303,1.4273728528747368e-12
929,1304,1.4273728528747368e-12
930,1305,1.4273728528747368e-12
931,1340,1.4273728528747368e-12
932,1341,1.4273728528747368e-12
933,1342,1.4273728528747368e-12
934,1343,1.4273728528747368e-12
935,1420,1.4273728528747368e-12
936,1421,1.4273728528747368e-12
937,1422,1.4273728528747368e-12
938,1423,1.4273728528747368e-12
939,1448,1.4273728528747368e-12
940,1449,1.4273728528747368e-12
941,1450,1.4273728528747368e-12
942,1451,1.4273728528747368e-12
943,473,1.1418982823662566e-12
944,474,1.1418982823662566e-12
945,730,1.1418982823662566e-12
946,731,1.1418982823662566e-12
947,1291,1.1418982823662566e-12
948,1292,1.1418982823662566e-12
949,79,8.22717312137656e-13
950,80,8.22717312137656e-13
951,982,7.284650081391324e-13
952,1301,7.284650081391322e-13
953,1379,5.586159820202783e-13
954,84,3.927538117829707e-13
955,910,3.927538117829707e-13
956,196,3.004549723043768e-13
957,1193,3.004549723043768e-13
958,270,2.464313960807787e-13
959,271,2.464313960807787e-13
960,85,2.4273520105500055e-13
961,670,2.4273520105500055e-13
962,908,2.4273520105500055e-13
963,909,2.4273520105500055e-13
964,195,1.9240781985718058e-13
965,197,1.9240781985718058e-13
966,269,1.9240781985718058e-13
967,272,1.9240781985718058e-13
968,1191,1.9240781985718058e-13
969,1192,1.9240781985718058e-13
970,1265,1.9240781985718058e-13
971,1266,1.9240781985718058e-13
972,1359,1.9240781985718058e-13
973,1360,1.9240781985718058e-13
974,924,1.500186107279702e-13
975,1047,1.500186107279702e-13
976,419,7.95096342077195e-14
977,112,7.950963420771949e-14
978,457,7.950963420771948e-14
979,455,7.950963420771947e-14
980,421,6.905547616308753e-14
981,456,6.905547616308753e-14
982,0,4.0997922097468117e-14
983,161,4.0997922097468117e-14
984,167,4.0997922097468117e-14
985,569,4.099792209746811e-14
986,609,4.099792209746811e-14
987,678,4.099792209746811e-14
988,883,4.099792209746811e-14
989,965,4.099792209746811e-14
990,1059,4.099792209746811e-14
991,100,4.0997922097468104e-14
992,295,4.0997922097468104e-14
993,839,4.0997922097468104e-14
994,1,3.5038364086188045e-14
995,159,3.5038364086188045e-14
996,160,3.5038364086188045e-14
997,165,3.5038364086188045e-14
998,166,3.5038364086188045e-14
999,671,3.5038364086188045e-14
1000,672,3.5038364086188045e-14
1001,703,3.5038364086188045e-14
1002,704,3.5038364086188045e-14
1003,738,3.5038364086188045e-14
1004,739,3.5038364086188045e-14
1005,966,3.5038364086188045e-14
1006,967,3.5038364086188045e-14
1007,1007,3.5038364086188045e-14
1008,1174,3.5038364086188045e-14
1009,1175,3.5038364086188045e-14
1010,1370,3.5038364086188045e-14
1011,1371,3.5038364086188045e-14
1012,101,3.503836408618803e-14
1013,102,3.503836408618803e-14
1014,296,3.503836408618803e-14
1015,297,3.503836408618803e-14
1016,838,3.503836408618803e-14
1017,840,3.503836408618803e-14
1018,111,3.4527738247711843e-14
1019,420,3.452773824771184e-14
1020,875,3.452773824771184e-14
1021,454,3.452773824771183e-14
1022,856,1.8892304578428555e-14
1023,863,1.8892304578428555e-14
1024,568,1.8892304578428552e-14
1025,608,1.8892304578428552e-14
1026,677,1.8892304578428552e-14
1027,803,1.8892304578428552e-14
1028,881,1.8892304578428552e-14
1029,882,1.8892304578428552e-14
1030,964,1.8892304578428552e-14
1031,1060,1.8892304578428552e-14
1032,1211,1.8892304578428552e-14
1033,1280,1.8892304578428552e-14
1034,16,1.4305981099762217e-14
1035,17,1.4305981099762217e-14
1036,18,1.4305981099762217e-14
1037,19,1.4305981099762217e-14
1038,20,1.4305981099762217e-14
1039,21,1.4305981099762217e-14
1040,25,1.4305981099762217e-14
1041,26,1.4305981099762217e-14
1042,27,1.4305981099762217e-14
1043,56,1.4305981099762217e-14
1044,57,1.4305981099762217e-14
1045,58,1.4305981099762217e-14
1046,63,1.4305981099762217e-14
1047,64,1.4305981099762217e-14
1048,65,1.4305981099762217e-14
1049,81,1.4305981099762217e-14
1050,82,1.4305981099762217e-14
1051,83,1.4305981099762217e-14
1052,87,1.4305981099762217e-14
1053,88,1.4305981099762217e-14
1054,89,1.4305981099762217e-14
1055,97,1.4305981099762217e-14
1056,98,1.4305981099762217e-14
1057,99,1.4305981099762217e-14
1058,115,1.4305981099762217e-14
1059,116,1.4305981099762217e-14
1060,117,1.4305981099762217e-14
1061,162,1.4305981099762217e-14
1062,163,1.4305981099762217e-14
1063,164,1.4305981099762217e-14
1064,168,1.4305981099762217e-14
1065,169,1.4305981099762217e-14
1066,170,1.4305981099762217e-14
1067,198,1.4305981099762217e-14
1068,199,1.4305981099762217e-14
1069,200,1.4305981099762217e-14
1070,201,1.4305981099762217e-14
1071,202,1.4305981099762217e-14
1072,203,1.4305981099762217e-14
1073,234,1.4305981099762217e-14
1074,235,1.4305981099762217e-14
1075,236,1.4305981099762217e-14
1076,273,1.4305981099762217e-14
1077,274,1.4305981099762217e-14
1078,275,1.4305981099762217e-14
1079,336,1.4305981099762217e-14
1080,337,1.4305981099762217e-14
1081,338,1.4305981099762217e-14
1082,348,1.4305981099762217e-14
1083,349,1.4305981099762217e-14
1084,350,1.4305981099762217e-14
1085,354,1.4305981099762217e-14
1086,355,1.4305981099762217e-14
1087,356,1.4305981099762217e-14
1088,361,1.4305981099762217e-14
1089,362,1.4305981099762217e-14
1090,363,1.4305981099762217e-14
1091,364,1.4305981099762217e-14
1092,365,1.4305981099762217e-14
1093,366,1.4305981099762217e-14
1094,402,1.4305981099762217e-14
1095,403,1.4305981099762217e-14
1096,404,1.4305981099762217e-14
1097,405,1.4305981099762217e-14
1098,406,1.4305981099762217e-14
1099,407,1.4305981099762217e-14
1100,416,1.4305981099762217e-14
1101,417,1.4305981099762217e-14
1102,418,1.4305981099762217e-14
1103,526,1.4305981099762217e-14
1104,527,1.4305981099762217e-14
1105,528,1.4305981099762217e-14
1106,529,1.4305981099762217e-14
1107,530,1.4305981099762217e-14
1108,531,1.4305981099762217e-14
1109,552,1.4305981099762217e-14
1110,553,1.4305981099762217e-14
1111,554,1.4305981099762217e-14
1112,585,1.4305981099762217e-14
1113,586,1.4305981099762217e-14
1114,587,1.4305981099762217e-14
1115,601,1.4305981099762217e-14
1116,602,1.4305981099762217e-14
1117,603,1.4305981099762217e-14
1118,641,1.4305981099762217e-14
1119,642,1.4305981099762217e-14
1120,643,1.4305981099762217e-14
1121,687,1.4305981099762217e-14
1122,688,1.4305981099762217e-14
1123,689,1.4305981099762217e-14
1124,734,1.4305981099762217e-14
1125,735,1.4305981099762217e-14
1126,736,1.4305981099762217e-14
1127,761,1.4305981099762217e-14
1128,762,1.4305981099762217e-14
1129,763,1.4305981099762217e-14
1130,782,1.4305981099762217e-14
1131,783,1.4305981099762217e-14
1132,784,1.4305981099762217e-14
1133,796,1.4305981099762217e-14
1134,797,1.4305981099762217e-14
1135,798,1.4305981099762217e-14
1136,800,1.4305981099762217e-14
1137,801,1.4305981099762217e-14
1138,802,1.4305981099762217e-14
1139,822,1.4305981099762217e-14
1140,823,1.4305981099762217e-14
1141,824,1.4305981099762217e-14
1142,827,1.4305981099762217e-14
1143,828,1.4305981099762217e-14
1144,829,1.4305981099762217e-14
1145,841,1.4305981099762217e-14
1146,842,1.4305981099762217e-14
1147,843,1.4305981099762217e-14
1148,847,1.4305981099762217e-14
1149,848,1.4305981099762217e-14
1150,849,1.4305981099762217e-14
1151,860,1.4305981099762217e-14
1152,861,1.4305981099762217e-14
1153,862,1.4305981099762217e-14
1154,876,1.4305981099762217e-14
1155,877,1.4305981099762217e-14
1156,878,1.4305981099762217e-14
1157,892,1.4305981099762217e-14
1158,893,1.4305981099762217e-14
1159,894,1.4305981099762217e-14
1160,895,1.4305981099762217e-14
1161,896,1.4305981099762217e-14
1162,897,1.4305981099762217e-14
1163,914,1.4305981099762217e-14
1164,915,1.4305981099762217e-14
1165,916,1.4305981099762217e-14
1166,971,1.4305981099762217e-14
1167,972,1.4305981099762217e-14
1168,973,1.4305981099762217e-14
1169,1018,1.4305981099762217e-14
1170,1019,1.4305981099762217e-14
1171,1020,1.4305981099762217e-14
1172,1021,1.4305981099762217e-14
1173,1022,1.4305981099762217e-14
1174,1023,1.4305981099762217e-14
1175,1093,1.4305981099762217e-14
1176,1094,1.4305981099762217e-14
1177,1095,1.4305981099762217e-14
1178,1104,1.4305981099762217e-14
1179,1105,1.4305981099762217e-14
1180,1106,1.4305981099762217e-14
1181,1126,1.4305981099762217e-14
1182,1127,1.4305981099762217e-14
1183,1128,1.4305981099762217e-14
1184,1156,1.4305981099762217e-14
1185,1157,1.4305981099762217e-14
1186,1158,1.4305981099762217e-14
1187,1164,1.4305981099762217e-14
1188,1165,1.4305981099762217e-14
1189,1166,1.4305981099762217e-14
1190,1215,1.4305981099762217e-14
1191,1216,1.4305981099762217e-14
1192,1217,1.4305981099762217e-14
1193,1222,1.4305981099762217e-14
1194,1223,1.4305981099762217e-14
1195,1224,1.4305981099762217e-14
1196,1262,1.4305981099762217e-14
1197,1263,1.4305981099762217e-14
1198,1264,1.4305981099762217e-14
1199,1273,1.4305981099762217e-14
1200,1274,1.4305981099762217e-14
1201,1275,1.4305981099762217e-14
1202,1308,1.4305981099762217e-14
1203,1309,1.4305981099762217e-14
1204,1310,1.4305981099762217e-14
1205,1353,1.4305981099762217e-14
1206,1354,1.4305981099762217e-14
1207,1355,1.4305981099762217e-14
1208,1356,1.4305981099762217e-14
1209,1357,1.4305981099762217e-14
1210,1358,1.4305981099762217e-14
1211,1365,1.4305981099762217e-14
1212,1366,1.4305981099762217e-14
1213,1367,1.4305981099762217e-14
1214,1390,1.4305981099762217e-14
1215,1391,1.4305981099762217e-14
1216,1392,1.4305981099762217e-14
1217,1412,1.4305981099762217e-14
1218,1413,1.4305981099762217e-14
1219,1414,1.4305981099762217e-14
1220,679,1.1695847286283621e-14
1221,632,9.962119101797523e-15
1222,633,7.249611466723687e-15
1223,1236,6.145793202124152e-15
1224,1338,6.145793202124152e-15
1225,1130,4.373777567949138e-15
1226,634,3.816326232009511e-15
1227,1129,2.525201657186453e-15
1228,1131,2.525201657186453e-15
1229,1235,2.525201657186453e-15
1230,158,5.342373242196743e-16
1231,214,5.342373242196743e-16
1232,300,5.342373242196743e-16
1233,411,5.342373242196743e-16
1234,424,5.342373242196743e-16
1235,766,5.342373242196743e-16
1236,865,5.342373242196743e-16
1237,941,5.342373242196743e-16
1238,1458,5.342373242196743e-16
1239,157,3.77762834718761e-16
1240,215,3.77762834718761e-16
1241,301,3.77762834718761e-16
1242,388,3.77762834718761e-16
1243,401,3.77762834718761e-16
1244,410,3.77762834718761e-16
1245,412,3.77762834718761e-16
1246,425,3.77762834718761e-16
1247,659,3.77762834718761e-16
1248,767,3.77762834718761e-16
1249,866,3.77762834718761e-16
1250,942,3.77762834718761e-16
1251,974,3.77762834718761e-16
1252,1001,3.77762834718761e-16
1253,1084,3.77762834718761e-16
1254,1300,3.77762834718761e-16
1255,1457,3.77762834718761e-16
1256,1459,3.77762834718761e-16
1257,39,2.1779981275554456e-17
1258,40,2.1779981275554456e-17
1259,103,2.1779981275554456e-17
1260,104,2.1779981275554456e-17
1261,105,2.1779981275554456e-17
1262,106,2.1779981275554456e-17
1263,121,2.1779981275554456e-17
1264,122,2.1779981275554456e-17
1265,129,2.1779981275554456e-17
1266,130,2.1779981275554456e-17
1267,151,2.1779981275554456e-17
1268,152,2.1779981275554456e-17
1269,155,2.1779981275554456e-17
1270,156,2.1779981275554456e-17
1271,171,2.1779981275554456e-17
1272,172,2.1779981275554456e-17
1273,193,2.1779981275554456e-17
1274,194,2.1779981275554456e-17
1275,223,2.1779981275554456e-17
1276,224,2.1779981275554456e-17
1277,244,2.1779981275554456e-17
1278,245,2.1779981275554456e-17
1279,254,2.1779981275554456e-17
1280,255,2.1779981275554456e-17
1281,293,2.1779981275554456e-17
1282,294,2.1779981275554456e-17
1283,399,2.1779981275554456e-17
1284,400,2.1779981275554456e-17
1285,413,2.1779981275554456e-17
1286,414,2.1779981275554456e-17
1287,462,2.1779981275554456e-17
1288,463,2.1779981275554456e-17
1289,465,2.1779981275554456e-17
1290,466,2.1779981275554456e-17
1291,476,2.1779981275554456e-17
1292,477,2.1779981275554456e-17
1293,483,2.1779981275554456e-17
1294,484,2.1779981275554456e-17
1295,488,2.1779981275554456e-17
1296,489,2.1779981275554456e-17
1297,495,2.1779981275554456e-17
1298,496,2.1779981275554456e-17
1299,497,2.1779981275554456e-17
1300,498,2.1779981275554456e-17
1301,505,2.1779981275554456e-17
1302,506,2.1779981275554456e-17
1303,511,2.1779981275554456e-17
1304,512,2.1779981275554456e-17
1305,519,2.1779981275554456e-17
1306,520,2.1779981275554456e-17
1307,532,2.1779981275554456e-17
1308,533,2.1779981275554456e-17
1309,541,2.1779981275554456e-17
1310,542,2.1779981275554456e-17
1311,543,2.1779981275554456e-17
1312,544,2.1779981275554456e-17
1313,545,2.1779981275554456e-17
1314,546,2.1779981275554456e-17
1315,550,2.1779981275554456e-17
1316,551,2.1779981275554456e-17
1317,555,2.1779981275554456e-17
1318,556,2.1779981275554456e-17
1319,564,2.1779981275554456e-17
1320,565,2.1779981275554456e-17
1321,570,2.1779981275554456e-17
1322,571,2.1779981275554456e-17
1323,572,2.1779981275554456e-17
1324,573,2.1779981275554456e-17
1325,581,2.1779981275554456e-17
1326,582,2.1779981275554456e-17
1327,583,2.1779981275554456e-17
1328,584,2.1779981275554456e-17
1329,588,2.1779981275554456e-17
1330,589,2.1779981275554456e-17
1331,590,2.1779981275554456e-17
1332,591,2.1779981275554456e-17
1333,599,2.1779981275554456e-17
1334,600,2.1779981275554456e-17
1335,611,2.1779981275554456e-17
1336,612,2.1779981275554456e-17
1337,630,2.1779981275554456e-17
1338,631,2.1779981275554456e-17
1339,635,2.1779981275554456e-17
1340,636,2.1779981275554456e-17
1341,685,2.1779981275554456e-17
1342,686,2.1779981275554456e-17
1343,699,2.1779981275554456e-17
1344,700,2.1779981275554456e-17
1345,701,2.1779981275554456e-17
1346,702,2.1779981275554456e-17
1347,705,2.1779981275554456e-17
1348,706,2.1779981275554456e-17
1349,728,2.1779981275554456e-17
1350,729,2.1779981275554456e-17
1351,757,2.1779981275554456e-17
1352,758,2.1779981275554456e-17
1353,759,2.1779981275554456e-17
1354,760,2.1779981275554456e-17
1355,764,2.1779981275554456e-17
1356,765,2.1779981275554456e-17
1357,794,2.1779981275554456e-17
1358,795,2.1779981275554456e-17
1359,825,2.1779981275554456e-17
1360,826,2.1779981275554456e-17
1361,844,2.1779981275554456e-17
1362,845,2.1779981275554456e-17
1363,857,2.1779981275554456e-17
1364,858,2.1779981275554456e-17
1365,884,2.1779981275554456e-17
1366,885,2.1779981275554456e-17
1367,912,2.1779981275554456e-17
1368,913,2.1779981275554456e-17
1369,921,2.1779981275554456e-17
1370,922,2.1779981275554456e-17
1371,925,2.1779981275554456e-17
1372,926,2.1779981275554456e-17
1373,938,2.1779981275554456e-17
1374,939,2.1779981275554456e-17
1375,943,2.1779981275554456e-17
1376,944,2.1779981275554456e-17
1377,945,2.1779981275554456e-17
1378,946,2.1779981275554456e-17
1379,960,2.1779981275554456e-17
1380,961,2.1779981275554456e-17
1381,962,2.1779981275554456e-17
1382,963,2.1779981275554456e-17
1383,980,2.1779981275554456e-17
1384,981,2.1779981275554456e-17
1385,1002,2.1779981275554456e-17
1386,1003,2.1779981275554456e-17
1387,1033,2.1779981275554456e-17
1388,1034,2.1779981275554456e-17
1389,1045,2.1779981275554456e-17
1390,1046,2.1779981275554456e-17
1391,1049,2.1779981275554456e-17
1392,1050,2.1779981275554456e-17
1393,1051,2.1779981275554456e-17
1394,1052,2.1779981275554456e-17
1395,1057,2.1779981275554456e-17
1396,1058,2.1779981275554456e-17
1397,1078,2.1779981275554456e-17
1398,1079,2.1779981275554456e-17
1399,1082,2.1779981275554456e-17
1400,1083,2.1779981275554456e-17
1401,1099,2.1779981275554456e-17
1402,1100,2.1779981275554456e-17
1403,1123,2.1779981275554456e-17
1404,1124,2.1779981275554456e-17
1405,1135,2.1779981275554456e-17
1406,1136,2.1779981275554456e-17
1407,1141,2.1779981275554456e-17
1408,1142,2.1779981275554456e-17
1409,1144,2.1779981275554456e-17
1410,1145,2.1779981275554456e-17
1411,1146,2.1779981275554456e-17
1412,1147,2.1779981275554456e-17
1413,1152,2.1779981275554456e-17
1414,1153,2.1779981275554456e-17
1415,1162,2.1779981275554456e-17
1416,1163,2.1779981275554456e-17
1417,1195,2.1779981275554456e-17
1418,1196,2.1779981275554456e-17
1419,1204,2.1779981275554456e-17
1420,1205,2.1779981275554456e-17
1421,1212,2.1779981275554456e-17
1422,1213,2.1779981275554456e-17
1423,1218,2.1779981275554456e-17
1424,1219,2.1779981275554456e-17
1425,1220,2.1779981275554456e-17
1426,1221,2.1779981275554456e-17
1427,1229,2.1779981275554456e-17
1428,1230,2.1779981275554456e-17
1429,1243,2.1779981275554456e-17
1430,1244,2.1779981275554456e-17
1431,1258,2.1779981275554456e-17
1432,1259,2.1779981275554456e-17
1433,1260,2.1779981275554456e-17
1434,1261,2.1779981275554456e-17
1435,1270,2.1779981275554456e-17
1436,1271,2.1779981275554456e-17
1437,1332,2.1779981275554456e-17
1438,1333,2.1779981275554456e-17
1439,1336,2.1779981275554456e-17
1440,1337,2.1779981275554456e-17
1441,1361,2.1779981275554456e-17
1442,1362,2.1779981275554456e-17
1443,1368,2.1779981275554456e-17
1444,1369,2.1779981275554456e-17
1445,1376,2.1779981275554456e-17
1446,1377,2.1779981275554456e-17
1447,1400,2.1779981275554456e-17
1448,1401,2.1779981275554456e-17
1449,1402,2.1779981275554456e-17
1450,1403,2.1779981275554456e-17
1451,1405,2.1779981275554456e-17
1452,1406,2.1779981275554456e-17
1453,1418,2.1779981275554456e-17
1454,1419,2.1779981275554456e-17
1455,1441,2.1779981275554456e-17
1456,1442,2.1779981275554456e-17
1457,1453,2.1779981275554456e-17
1458,1454,2.1779981275554456e-17
1459,1455,2.1779981275554456e-17
1460,1456,2.1779981275554456e-17
