,TC,TC_i,PI,PI_i,CC,CC_i
464,870,0.22,675,0.11157974604449801,417,0.16368255122932357
465,647,0.22,408,0.11163455312688382,743,0.16534260372972973
466,958,0.22,323,0.11183930928042589,1009,0.165533159765964
467,902,0.22,320,0.11183930928042589,348,0.1656830230202436
468,563,0.22,75,0.11228133210572411,499,0.1657733647000764
469,184,0.22,614,0.11233935472274648,479,0.16586576917022156
470,311,0.22,91,0.11271542736054284,47,0.16612778598923605
471,395,0.22,608,0.11280570345636674,895,0.16664920145901452
472,220,0.22,164,0.11299435028248588,33,0.16714618517394125
473,567,0.22,908,0.1132464355684405,610,0.1671716436494406
474,275,0.22,555,0.11339539841473234,569,0.16742977207793242
475,285,0.22,377,0.11389521640091117,8,0.167644075211554
476,433,0.22,411,0.11427265455376528,808,0.16777930554052464
477,417,0.22,668,0.1145121211080193,809,0.16855239746725137
478,506,0.22,600,0.11452392404773358,958,0.1686086808035461
479,130,0.21,307,0.11453966508601927,611,0.1704284415958371
480,132,0.21,772,0.11455016151572775,860,0.1707647277672955
481,224,0.21,595,0.11525251826752414,891,0.17121337845089818
482,172,0.21,586,0.11533493264439933,954,0.17166720805248942
483,306,0.21,47,0.1156096094707392,872,0.17187130237800402
484,840,0.21,545,0.11623446816919088,819,0.17300597839001558
485,555,0.2,747,0.11666297233920926,553,0.17398588315802252
486,497,0.2,395,0.12121359046776324,614,0.17438684452947845
487,601,0.2,195,0.12259559391435472,710,0.17443808892699336
488,538,0.2,506,0.12270239760484919,224,0.17487235161243364
489,819,0.2,388,0.12273402309854314,350,0.1749362811791383
490,425,0.2,433,0.12365066214929579,380,0.1750467762843748
491,669,0.2,311,0.12433017120264574,697,0.17511967750062984
492,158,0.2,647,0.1244137004366921,397,0.17584077532269274
493,377,0.2,822,0.12448959267005279,357,0.17668205236209497
494,418,0.2,174,0.12463388795413473,945,0.17735969363962112
495,164,0.2,179,0.12475828083089016,426,0.17787213050562387
496,411,0.2,696,0.12482524465747952,311,0.17800206637695792
497,600,0.2,958,0.124998437519531,422,0.17847814146476426
498,976,0.2,29,0.12576085316162786,788,0.17851746520314718
499,114,0.19,870,0.12587641453620835,581,0.17884350077268413
500,860,0.19,184,0.12617659676483206,119,0.17894925948333354
501,822,0.19,1037,0.12638550105531893,855,0.1790504535147392
502,179,0.19,610,0.1264814135562779,491,0.18004681844418208
503,691,0.19,353,0.1268874508311128,528,0.18107048249400792
504,696,0.19,285,0.12760147507305183,540,0.18110347995799853
505,338,0.19,1041,0.1276503401881566,141,0.18120432234410233
506,195,0.19,838,0.12767478678310606,907,0.1817457331451439
507,17,0.18,114,0.12768619839881507,1035,0.1817761278545119
508,731,0.18,860,0.12786088735455825,795,0.18244526366321234
509,1070,0.18,752,0.1280868941489907,17,0.1829582537493694
510,910,0.18,275,0.12836640907807245,744,0.18348981817244808
511,658,0.18,244,0.12841586192726526,996,0.18353127585218085
512,659,0.18,338,0.12844555193053664,761,0.18419817981658893
513,133,0.18,101,0.1285132304370735,108,0.1845913984656159
514,397,0.18,257,0.12875481221110638,169,0.18479971761402608
515,346,0.18,629,0.1287713921475205,209,0.18504076832418428
516,761,0.18,621,0.12891083237724466,869,0.18531560652242637
517,946,0.18,645,0.12930087019485642,264,0.18542154731715174
518,499,0.17,417,0.12943308309603935,551,0.1855569420404585
519,687,0.17,1034,0.12977911594466218,83,0.18594937375696607
520,521,0.17,96,0.12997647425815928,286,0.18640816217537673
521,459,0.17,566,0.13003224799750338,793,0.18732503116585297
522,545,0.17,324,0.1301846017653032,87,0.1875436991050062
523,861,0.17,435,0.13044442415308957,731,0.18755464827751356
524,668,0.17,952,0.1306472263593844,741,0.18767722795754432
525,671,0.17,624,0.13139913802165457,693,0.1877531812353892
526,586,0.17,711,0.14052246251563313,658,0.1886302276902046
527,633,0.17,659,0.14128484437474392,957,0.1891997449865507
528,747,0.17,346,0.14348849222292373,129,0.19028433373769513
529,192,0.17,731,0.14394288346384154,96,0.19045454177296176
530,772,0.17,840,0.14448361555799571,103,0.19133925392779555
531,323,0.17,224,0.1448267871625536,515,0.19235998333726914
532,595,0.17,658,0.14489393763764924,604,0.19265619980731308
533,320,0.17,935,0.14552227946098548,435,0.19300615467152282
534,608,0.17,992,0.14590659060069744,950,0.19433717211164298
535,1037,0.16,561,0.14632932878736885,178,0.194685905885631
536,649,0.16,528,0.14665982254161472,742,0.19477350119288683
537,136,0.16,761,0.14774540511790085,885,0.194827452928501
538,859,0.16,936,0.14786993360639983,641,0.1951376533583507
539,435,0.16,968,0.1478808671734051,296,0.19513892015827777
540,517,0.16,17,0.14822720265623146,1098,0.19552865337943684
541,174,0.16,723,0.14831953961614902,195,0.1967454705645004
542,324,0.16,306,0.14838336325731158,557,0.1971367851792433
543,186,0.16,924,0.14924704863961313,600,0.19716744055160737
544,750,0.16,736,0.15173585821801408,668,0.19758695812187504
545,752,0.16,767,0.15230900450834653,770,0.1986642661078849
546,624,0.16,397,0.15247156405330406,737,0.20009130066584957
547,838,0.16,557,0.15334600993682143,767,0.20023062414266118
548,398,0.16,265,0.15337423312883436,983,0.2008860027095966
549,952,0.16,360,0.15342600263892725,190,0.2011552217374813
550,621,0.16,821,0.15428289311281165,634,0.20121880078750243
551,992,0.15,133,0.154475940372287,902,0.20368702696118124
552,265,0.15,209,0.15567836849069822,1078,0.20382591101992145
553,561,0.15,48,0.1557171553590059,326,0.20424647527211626
554,968,0.15,103,0.15673244204817954,370,0.20443780006858708
555,935,0.15,1020,0.15676438313215238,1038,0.20476029231711046
556,723,0.15,521,0.16574127786525233,471,0.20479028853830894
557,736,0.15,538,0.16637274149003428,806,0.20579159356156013
558,767,0.15,459,0.16977352212148994,506,0.20624522630402925
559,528,0.15,687,0.17054369329422198,595,0.20721138214238866
560,48,0.15,499,0.17144718569444684,822,0.20748644015919254
561,936,0.15,861,0.17193652103643337,602,0.20753008353347832
562,360,0.15,451,0.17223265186614078,563,0.20907808667494487
563,1038,0.14,987,0.1723543605653223,886,0.20954503283704176
564,904,0.14,1053,0.17352976903187742,888,0.20954503283704176
565,693,0.14,806,0.17358700180530484,621,0.210135103094166
566,987,0.14,728,0.17387675615523718,834,0.21071044546459755
567,87,0.14,1003,0.17397355601948503,696,0.21096960769309253
568,77,0.14,671,0.17402199638034246,164,0.21117833943464753
569,277,0.14,277,0.17536168347216136,1112,0.2125772392290249
570,286,0.14,1038,0.17560495908404453,170,0.213504252643976
571,258,0.14,697,0.17579635749947262,746,0.21355463211940065
572,806,0.14,418,0.17613696410328672,894,0.21463579509545888
573,515,0.14,795,0.17692539056279968,419,0.21479099879845914
574,529,0.14,529,0.17719500310091255,453,0.21493139299837585
575,118,0.13,851,0.17722640673460346,981,0.21503267660865738
576,458,0.13,258,0.17889087656529518,625,0.21578498580721403
577,611,0.13,874,0.17894849862209658,736,0.21605730511093663
578,462,0.13,737,0.17920183502679066,772,0.21611607266607108
579,1034,0.13,87,0.17984317674987413,1067,0.21638370622310002
580,1041,0.13,406,0.1800763523734063,719,0.21639173778250645
581,645,0.13,515,0.18034265103697025,510,0.21648489814348792
582,296,0.13,286,0.18074684596753784,811,0.21750864424265096
583,280,0.13,77,0.18106429593148526,1005,0.2175247081171512
584,330,0.13,192,0.18191740949608878,533,0.21813674235428504
585,700,0.13,633,0.18204325347702616,606,0.2187682304282087
586,244,0.13,1054,0.18209297667388968,462,0.22029389010271605
587,92,0.13,349,0.18239188720885693,887,0.22163317821167045
588,566,0.13,904,0.1825550403446639,95,0.22185199466278432
589,572,0.13,693,0.18275855766946286,640,0.2222022720775281
590,875,0.13,5,0.1827886232360898,99,0.222320122452334
591,954,0.13,1045,0.18315018315018314,923,0.22232253634304922
592,1020,0.12,893,0.1838607071282796,574,0.22268306213017755
593,103,0.12,474,0.18468584937022126,511,0.22305912822339105
594,557,0.12,83,0.18895733343411056,220,0.22373569500315793
595,209,0.12,750,0.2087595507494468,702,0.22412800000000005
596,821,0.12,859,0.20914813962729803,1069,0.22480860604779324
597,924,0.12,178,0.21094376239294604,821,0.22576658948159367
598,5,0.11,875,0.2111843216759588,817,0.22599410264258754
599,1003,0.11,652,0.21153724113130118,1043,0.22619930270198696
600,728,0.11,458,0.21422909659589964,962,0.22858426702263912
601,1045,0.11,572,0.2146014850422765,874,0.2316974244025714
602,1053,0.11,398,0.2150676387723939,689,0.23204586129189292
603,1054,0.11,1050,0.21529452290733725,179,0.2328309168282786
604,795,0.11,941,0.21620219229022983,498,0.23337322274375022
605,874,0.11,462,0.21634719397689411,559,0.23493127572016465
606,697,0.11,837,0.21650176448938058,114,0.237784241438605
607,349,0.11,954,0.21677866897897244,904,0.23920652229364348
608,83,0.11,810,0.2171788467803236,359,0.2400402003097974
609,737,0.11,330,0.21721658665855725,360,0.24111537457514082
610,474,0.11,280,0.21747640381018657,792,0.24185059564103134
611,851,0.11,296,0.21754263835711798,912,0.24300385294070745
612,893,0.11,136,0.21754263835711798,1050,0.24460648148148145
613,406,0.11,295,0.21772736179755708,379,0.24477428833792475
614,1050,0.1,649,0.21777952001393788,940,0.24524018466825653
615,593,0.1,517,0.21783644839454536,561,0.24534171075837735
616,138,0.1,163,0.21864136257297156,258,0.2469578301196087
617,163,0.1,700,0.2188183807439825,932,0.24712809917355374
618,178,0.1,359,0.2191444600280505,172,0.2474165314097282
619,559,0.1,310,0.2193752193752194,861,0.248267775024768
620,359,0.1,551,0.21951005356045306,320,0.24856517727625788
621,551,0.1,963,0.21995424951610065,942,0.24889824859376145
622,604,0.1,92,0.22037110494072018,1026,0.24936527431512379
623,781,0.1,604,0.221004243281471,174,0.24979258365218762
624,783,0.1,264,0.22116065109695682,889,0.2517451943090887
625,264,0.1,522,0.2213221786955271,1020,0.25228213610907085
626,295,0.1,611,0.2215281008395915,747,0.25298362281857956
627,837,0.1,827,0.22224691632403598,712,0.25374094230284716
628,941,0.1,985,0.22224691632403598,601,0.2544447597993589
629,963,0.1,118,0.2223754141742089,310,0.25658950617283954
630,1009,0.09,986,0.22427558984480128,622,0.26043020300955183
631,498,0.09,811,0.2258202922114581,643,0.2605350214099812
632,705,0.09,326,0.22644414755100653,920,0.26094219829240256
633,99,0.09,710,0.22644927536231882,527,0.2614918206291001
634,533,0.09,1087,0.22652108911339644,723,0.2629910461197148
635,741,0.09,186,0.2269735348858323,992,0.2643041845219875
636,742,0.09,1080,0.22724690376093626,669,0.26489007308813434
637,348,0.09,1084,0.22724690376093626,990,0.26649092970521543
638,260,0.09,1112,0.22766596849102994,936,0.2672973438281487
639,298,0.09,855,0.22766596849102994,623,0.26812989341577187
640,350,0.09,646,0.22824796859307953,1066,0.2683147518266566
641,581,0.09,593,0.22826359880389877,1045,0.2690282289851579
642,942,0.09,783,0.22836785494073855,497,0.2693934075085882
643,950,0.09,559,0.2292473808486738,875,0.2702177472986673
644,962,0.09,1066,0.22929468953499035,266,0.27102521685138603
645,965,0.09,689,0.22966858822718816,910,0.2729030360422406
646,511,0.09,442,0.22996964400699108,262,0.2743755107748898
647,26,0.07,597,0.23252569408919685,567,0.275154825532132
648,811,0.07,490,0.23264470500651405,1105,0.27559080686122595
649,1112,0.07,26,0.23299704093758009,720,0.2763931975976665
650,646,0.07,138,0.2336940010749924,1053,0.2778233640596278
651,652,0.07,379,0.2337868798803011,878,0.27800047934224925
652,1066,0.07,712,0.23429080174312356,952,0.2783265523173201
653,1080,0.07,473,0.23520556966788975,827,0.27868015300898397
654,1084,0.07,781,0.236032761347275,630,0.279325360044076
655,1087,0.07,720,0.2363842662632375,556,0.2796556385237333
656,855,0.07,139,0.23670319786020308,608,0.2796810251040224
657,139,0.07,942,0.27099536597924173,529,0.2813707541296286
658,689,0.07,754,0.2815394577550044,781,0.28297565421143556
659,710,0.07,169,0.28305358204308073,624,0.2830274637875074
660,712,0.07,498,0.2852090582396897,930,0.2833768246882087
661,720,0.07,581,0.2852660105548424,893,0.2855509881086118
662,490,0.07,753,0.2866150759529951,1007,0.2868899666829554
663,473,0.07,705,0.28694404591104733,838,0.28867953451751693
664,810,0.07,632,0.29021679194358185,985,0.28878024691358023
665,827,0.07,350,0.29230364502645345,960,0.28941521619839394
666,379,0.07,914,0.2927143400755203,138,0.29108113040712613
667,310,0.07,962,0.2938410907381288,646,0.2911998504623201
668,326,0.07,1009,0.29493305019760513,946,0.29360099579630056
669,442,0.07,348,0.2950809997344271,566,0.2936679809457585
670,985,0.07,878,0.2953250051681876,474,0.2939501929473743
671,986,0.07,944,0.2954558884358565,871,0.2944073637654958
672,522,0.07,990,0.2955868877656587,752,0.2971442607897154
673,597,0.07,960,0.2957617343468102,965,0.30032286973449707
674,123,0.06,99,0.29648077322185656,490,0.30397764753284234
675,1002,0.06,950,0.29679755438815186,1034,0.30587480276134127
676,922,0.06,170,0.29769878836593133,728,0.3061148995904347
677,932,0.06,965,0.29869470414289556,810,0.30809027777777775
678,1007,0.06,1007,0.3003453972067878,1004,0.3117175454743846
679,990,0.06,540,0.3008423586040915,522,0.31230123966942147
680,638,0.06,511,0.3016500256402522,1039,0.31360168038408776
681,707,0.06,930,0.3022152376922844,1003,0.316083608815427
682,1013,0.06,260,0.30280090840272517,922,0.318769322235434
683,1017,0.06,741,0.30349013657056145,987,0.31908444036322836
684,1019,0.06,982,0.3047201145747631,754,0.32157871326905413
685,370,0.06,448,0.3048780487804878,753,0.3231076388888888
686,923,0.06,742,0.3050175385084642,1037,0.3246972987299328
687,565,0.06,899,0.3050361467833938,295,0.32727988086140497
688,640,0.06,370,0.3057262527133205,924,0.3287259259259259
689,553,0.06,676,0.30583845612747346,968,0.33079742109553567
690,928,0.06,880,0.306569790612833,1070,0.33130355073076206
691,252,0.06,702,0.3070027323243177,851,0.3339182133047617
692,878,0.06,719,0.3070498648980594,935,0.34166911575087555
693,701,0.06,553,0.30725742026669944,963,0.34346276149276855
694,170,0.06,1017,0.307607124180996,406,0.3444818176318577
695,930,0.06,1019,0.307607124180996,941,0.34555516224534705
696,960,0.06,574,0.30792917628945343,123,0.35563779351988306
697,676,0.06,556,0.3082804118626303,914,0.36869928459725165
698,169,0.06,625,0.3083754779819909,676,0.3701510345063438
699,234,0.06,298,0.30861339999382775,645,0.37514540003476593
700,702,0.06,638,0.30935808197989173,938,0.37734317126799644
701,448,0.06,817,0.3096454559529339,1054,0.38418429814533706
702,606,0.06,565,0.30991415377940307,652,0.3844786692039692
703,719,0.06,871,0.31173041553664393,473,0.38524327176547385
704,556,0.06,938,0.31252929962183956,442,0.3881072778827977
705,540,0.06,533,0.3126856571089084,982,0.3901224202658174
706,753,0.06,95,0.3129694541812719,448,0.39193455685297174
707,754,0.06,928,0.31308703819661865,837,0.39347343383328226
708,625,0.06,923,0.3134304967873374,1019,0.3970995466023875
709,262,0.06,1013,0.31462371004278883,26,0.3979492455418381
710,266,0.06,932,0.3148019895485739,1080,0.3989621913580247
711,817,0.06,266,0.31525851197982346,1084,0.3989621913580247
712,453,0.06,252,0.3153380423814329,139,0.39927096072802204
713,95,0.06,701,0.31587592393707753,1087,0.39987654320987653
714,632,0.06,707,0.3175409627841992,944,0.40005880751477746
715,871,0.06,1002,0.31776294884016526,1013,0.40062257993728184
716,880,0.06,262,0.3189284005740711,597,0.41732029894908673
717,899,0.06,606,0.31914214591178913,1002,0.42021230202966037
718,914,0.06,630,0.31914214591178913,986,0.42072662653470727
719,574,0.06,922,0.3192644147883277,1041,0.4218268595041322
720,938,0.06,453,0.3194275857663068,928,0.4273440599547247
721,944,0.06,234,0.32280973594163603,899,0.46779462524654836
722,630,0.06,640,0.32296612085392246,880,0.48002403440715125
723,982,0.06,123,0.3229765519023319,1017,0.5470041322314049
