,nodes,TC_i,nodes,PI_i,nodes,CC_i
570,344,0.9167,1010,0.7278,1045,0.736237087
571,361,0.9167,310,0.7294,1299,0.736237087
572,376,0.9167,391,0.73,1300,0.736237087
573,377,0.9167,392,0.73,661,0.744197531
574,378,0.9167,394,0.73,662,0.744197531
575,379,0.9167,561,0.73,663,0.744197531
576,380,0.9167,562,0.73,231,0.74691358
577,381,0.9167,563,0.73,11,0.75154321
578,382,0.9167,91,0.7306,12,0.75154321
579,383,0.9167,95,0.7306,580,0.75154321
580,395,0.9167,303,0.7337,581,0.75154321
581,409,0.9167,358,0.7358,482,0.764444444
582,423,0.9167,359,0.7358,3,0.765625
583,427,0.9167,96,0.7384,4,0.765625
584,428,0.9167,738,0.7388,5,0.765625
585,429,0.9167,470,0.7396,6,0.765625
586,430,0.9167,120,0.7401,7,0.765625
587,440,0.9167,390,0.7401,185,0.765625
588,441,0.9167,393,0.7401,186,0.765625
589,442,0.9167,1091,0.7401,187,0.765625
590,459,0.9167,1092,0.7401,188,0.765625
591,460,0.9167,1068,0.7404,189,0.765625
592,468,0.9167,1069,0.7404,447,0.765625
593,469,0.9167,1070,0.7404,448,0.765625
594,493,0.9167,1071,0.7404,449,0.765625
595,511,0.9167,1072,0.7404,450,0.765625
596,517,0.9167,1073,0.7404,451,0.765625
597,518,0.9167,1074,0.7404,818,0.765625
598,519,0.9167,1075,0.7404,819,0.765625
599,522,0.9167,1076,0.7404,820,0.765625
600,524,0.9167,67,0.7412,821,0.765625
601,525,0.9167,1426,0.7417,822,0.765625
602,537,0.9167,292,0.7467,834,0.765625
603,538,0.9167,206,0.7509,835,0.765625
604,539,0.9167,384,0.7524,836,0.765625
605,540,0.9167,387,0.7524,837,0.765625
606,541,0.9167,388,0.7524,838,0.765625
607,558,0.9167,714,0.754,928,0.765625
608,559,0.9167,715,0.754,929,0.765625
609,564,0.9167,1246,0.7543,930,0.765625
610,567,0.9167,501,0.7554,931,0.765625
611,575,0.9167,1049,0.7556,932,0.765625
612,576,0.9167,125,0.7573,1063,0.765625
613,577,0.9167,493,0.759,1064,0.765625
614,580,0.9167,1345,0.7593,1065,0.765625
615,581,0.9167,50,0.7599,1066,0.765625
616,593,0.9167,398,0.7605,1067,0.765625
617,594,0.9167,697,0.7619,1282,0.765625
618,595,0.9167,727,0.7622,1283,0.765625
619,596,0.9167,847,0.7638,1284,0.765625
620,614,0.9167,912,0.7654,1285,0.765625
621,615,0.9167,312,0.7708,1286,0.765625
622,617,0.9167,288,0.7729,281,0.773395062
623,620,0.9167,616,0.7773,282,0.773395062
624,622,0.9167,619,0.7773,741,0.78125
625,623,0.9167,548,0.7777,742,0.78125
626,624,0.9167,1195,0.7781,743,0.78125
627,625,0.9167,132,0.7782,1182,0.78125
628,645,0.9167,133,0.7782,1183,0.78125
629,646,0.9167,134,0.7782,1184,0.78125
630,647,0.9167,135,0.7782,13,0.792894936
631,648,0.9167,136,0.7782,15,0.792894936
632,651,0.9167,137,0.7782,16,0.792894936
633,652,0.9167,138,0.7782,517,0.792894936
634,661,0.9167,139,0.7782,518,0.792894936
635,662,0.9167,140,0.7782,519,0.792894936
636,663,0.9167,141,0.7782,1395,0.792894936
637,664,0.9167,773,0.7782,1396,0.792894936
638,665,0.9167,774,0.7782,1397,0.792894936
639,666,0.9167,775,0.7782,343,0.807098765
640,667,0.9167,776,0.7782,344,0.807098765
641,670,0.9167,777,0.7782,46,0.808641975
642,681,0.9167,778,0.7782,47,0.808641975
643,682,0.9167,779,0.7782,48,0.808641975
644,683,0.9167,780,0.7782,71,0.808641975
645,684,0.9167,781,0.7782,72,0.808641975
646,718,0.9167,782,0.7782,73,0.808641975
647,719,0.9167,988,0.7782,935,0.808641975
648,720,0.9167,989,0.7782,936,0.808641975
649,721,0.9167,990,0.7782,937,0.808641975
650,728,0.9167,991,0.7782,441,0.831111111
651,738,0.9167,992,0.7782,442,0.831111111
652,741,0.9167,993,0.7782,541,0.831111111
653,742,0.9167,994,0.7782,575,0.831111111
654,743,0.9167,995,0.7782,576,0.831111111
655,769,0.9167,996,0.7782,577,0.831111111
656,770,0.9167,997,0.7782,614,0.831111111
657,771,0.9167,722,0.7797,615,0.831111111
658,772,0.9167,723,0.7797,440,0.831111111
659,786,0.9167,724,0.7797,1431,0.831111111
660,791,0.9167,725,0.7797,1432,0.831111111
661,792,0.9167,1436,0.7801,1433,0.831111111
662,793,0.9167,1437,0.7801,271,0.839506173
663,794,0.9167,1438,0.7801,272,0.839506173
664,833,0.9167,1439,0.7801,538,0.865740741
665,887,0.9167,1440,0.7801,539,0.865740741
666,888,0.9167,1441,0.7801,540,0.865740741
667,889,0.9167,1011,0.7808,1227,0.865740741
668,890,0.9167,494,0.7818,1228,0.865740741
669,899,0.9167,142,0.7824,1229,0.865740741
670,900,0.9167,492,0.7836,985,0.865740741
671,907,0.9167,880,0.7864,986,0.865740741
672,935,0.9167,881,0.7864,987,0.865740741
673,936,0.9167,508,0.7922,146,0.925925926
674,937,0.9167,509,0.7922,147,0.925925926
675,948,0.9167,510,0.7922,148,0.925925926
676,956,0.9167,709,0.7983,149,0.925925926
677,958,0.9167,710,0.7983,217,0.925925926
678,959,0.9167,267,0.7994,218,0.925925926
679,971,0.9167,716,0.8003,219,0.925925926
680,984,0.9167,717,0.8003,220,0.925925926
681,985,0.9167,209,0.8044,243,0.925925926
682,986,0.9167,213,0.8046,244,0.925925926
683,987,0.9167,210,0.8101,315,0.925925926
684,1013,0.9167,853,0.8101,316,0.925925926
685,1014,0.9167,854,0.8101,317,0.925925926
686,1015,0.9167,831,0.8108,318,0.925925926
687,1016,0.9167,852,0.8163,321,0.925925926
688,1017,0.9167,856,0.8163,322,0.925925926
689,1018,0.9167,1025,0.8237,323,0.925925926
690,1044,0.9167,1026,0.8237,324,0.925925926
691,1045,0.9167,1028,0.8237,376,0.925925926
692,1057,0.9167,1029,0.8237,377,0.925925926
693,1081,0.9167,1030,0.8237,378,0.925925926
694,1082,0.9167,1031,0.8237,379,0.925925926
695,1090,0.9167,1032,0.8237,380,0.925925926
696,1102,0.9167,1033,0.8237,381,0.925925926
697,1103,0.9167,1332,0.8238,382,0.925925926
698,1104,0.9167,1098,0.826,383,0.925925926
699,1116,0.9167,1099,0.826,427,0.925925926
700,1117,0.9167,832,0.8305,428,0.925925926
701,1118,0.9167,1409,0.8323,429,0.925925926
702,1119,0.9167,1410,0.8323,430,0.925925926
703,1160,0.9167,1411,0.8323,593,0.925925926
704,1161,0.9167,211,0.8327,594,0.925925926
705,1162,0.9167,248,0.8399,595,0.925925926
706,1168,0.9167,249,0.8399,596,0.925925926
707,1169,0.9167,252,0.8399,622,0.925925926
708,1170,0.9167,254,0.8399,623,0.925925926
709,1171,0.9167,787,0.8435,624,0.925925926
710,1172,0.9167,1277,0.8435,625,0.925925926
711,1182,0.9167,1278,0.8435,645,0.925925926
712,1183,0.9167,1279,0.8435,646,0.925925926
713,1184,0.9167,1280,0.8435,647,0.925925926
714,1185,0.9167,699,0.8468,648,0.925925926
715,1186,0.9167,1287,0.8478,664,0.925925926
716,1194,0.9167,1288,0.8478,665,0.925925926
717,1226,0.9167,1289,0.8478,666,0.925925926
718,1227,0.9167,1290,0.8478,667,0.925925926
719,1228,0.9167,1291,0.8478,681,0.925925926
720,1229,0.9167,868,0.8548,682,0.925925926
721,1233,0.9167,263,0.8556,683,0.925925926
722,1250,0.9167,264,0.8556,684,0.925925926
723,1251,0.9167,266,0.8556,718,0.925925926
724,1294,0.9167,268,0.8556,719,0.925925926
725,1299,0.9167,269,0.8556,720,0.925925926
726,1300,0.9167,669,0.8658,721,0.925925926
727,1303,0.9167,311,0.8742,769,0.925925926
728,1304,0.9167,495,0.8871,770,0.925925926
729,1305,0.9167,1109,0.8917,771,0.925925926
730,1306,0.9167,1110,0.8917,772,0.925925926
731,1332,0.9167,1111,0.8917,791,0.925925926
732,1341,0.9167,1112,0.8917,792,0.925925926
733,1342,0.9167,1257,0.9033,793,0.925925926
734,1343,0.9167,1258,0.9033,794,0.925925926
735,1344,0.9167,621,0.9088,887,0.925925926
736,1345,0.9167,126,0.9173,888,0.925925926
737,1395,0.9167,127,0.9173,889,0.925925926
738,1396,0.9167,535,0.9173,890,0.925925926
739,1397,0.9167,536,0.9173,1015,0.925925926
740,1421,0.9167,1113,0.9244,1016,0.925925926
741,1422,0.9167,1114,0.9244,1017,0.925925926
742,1423,0.9167,1115,0.9244,1018,0.925925926
743,1424,0.9167,1181,0.9584,1081,0.925925926
744,1427,0.9167,278,0.9645,1082,0.925925926
745,1428,0.9167,869,0.9831,1116,0.925925926
746,1429,0.9167,696,1.0656,1117,0.925925926
747,1430,0.9167,695,1.0703,1118,0.925925926
748,1431,0.9167,214,1.1032,1119,0.925925926
749,1432,0.9167,1312,1.111,1169,0.925925926
750,1433,0.9167,1314,1.111,1170,0.925925926
751,1434,0.9167,1315,1.111,1171,0.925925926
752,1435,0.9167,1313,1.2221,1172,0.925925926
753,1449,0.9167,1316,1.2221,1303,0.925925926
754,1450,0.9167,1317,1.2221,1304,0.925925926
755,1451,0.9167,1318,1.2221,1305,0.925925926
756,1452,0.9167,1319,1.2221,1306,0.925925926
757,231,1,1320,1.2221,1341,0.925925926
758,232,1,1321,1.2221,1342,0.925925926
759,240,1,1322,1.2221,1343,0.925925926
760,241,1,1323,1.2221,1344,0.925925926
761,271,1,1324,1.2221,1421,0.925925926
762,272,1,1325,1.2221,1422,0.925925926
763,482,1,1326,1.2221,1423,0.925925926
764,597,1,1327,1.2221,1424,0.925925926
765,711,1,1328,1.2221,1449,0.925925926
766,733,1,1329,1.2221,1450,0.925925926
767,919,1,1330,1.2221,1451,0.925925926
768,1011,1,1331,1.2221,1452,0.925925926
